Area,Date,Confirmed,Deaths
AK,2020-04-02 16:00:00-04:00,147,3
AL,2020-04-03 00:00:00-04:00,1270,32
AR,2020-04-02 22:44:00-04:00,683,12
AZ,2020-04-02 00:00:00-04:00,1598,32
CA,2020-04-01 00:00:00-04:00,9191,203
CO,2020-04-02 18:00:00-04:00,3728,97
CT,2020-04-02 15:30:00-04:00,3824,112
DC,2020-04-03 00:00:00-04:00,757,15
DE,2020-04-02 16:45:00-04:00,393,12
FL,2020-04-02 18:30:00-04:00,9008,144
GA,2020-04-02 18:28:00-04:00,5444,176
HI,2020-04-02 18:00:00-04:00,285,2
IA,2020-04-02 00:00:00-04:00,614,11
ID,2020-04-02 19:00:00-04:00,891,9
IL,2020-04-02 00:00:00-04:00,7695,157
IN,2020-04-02 23:59:00-04:00,3039,78
KS,2020-04-02 12:00:00-04:00,552,13
KY,2020-04-02 17:00:00-04:00,770,31
LA,2020-04-02 13:00:00-04:00,9150,310
MA,2020-04-02 16:00:00-04:00,8966,154
MD,2020-04-02 10:00:00-04:00,2331,36
ME,2020-04-02 10:00:00-04:00,376,7
MI,2020-04-02 11:00:00-04:00,10791,417
MN,2020-04-02 12:00:00-04:00,742,18
MO,2020-04-02 15:00:00-04:00,1834,19
MS,2020-04-01 19:00:00-04:00,1177,26
MT,2020-04-03 10:00:00-04:00,243,5
NC,2020-04-02 20:00:00-04:00,1857,16
ND,2020-04-02 12:56:00-04:00,159,3
NE,2020-04-03 00:20:00-04:00,255,6
NH,2020-04-02 09:00:00-04:00,479,5
NJ,2020-04-02 13:00:00-04:00,25590,537
NM,2020-04-02 00:00:00-04:00,403,7
NV,2020-04-02 15:00:00-04:00,1458,38
NY,2020-04-02 11:45:00-04:00,92381,2373
OH,2020-04-02 14:00:00-04:00,2902,81
OK,2020-04-02 08:00:00-04:00,879,34
OR,2020-04-02 11:00:00-04:00,826,21
PA,2020-04-02 12:00:00-04:00,7016,90
RI,2020-04-02 15:58:00-04:00,657,12
SC,2020-04-02 16:04:00-04:00,1554,31
SD,2020-04-02 12:30:00-04:00,165,2
TN,2020-04-02 15:00:00-04:00,2845,32
TX,2020-04-02 13:00:00-04:00,4669,70
UT,2020-04-02 15:00:00-04:00,1074,7
VA,2020-04-03 09:00:00-04:00,2012,46
VT,2020-04-02 13:00:00-04:00,338,17
WA,2020-04-02 02:59:00-04:00,6585,262
WI,2020-04-02 16:00:00-04:00,1730,31
WV,2020-04-02 17:00:00-04:00,217,2
WY,2020-04-02 20:00:00-04:00,153,0
PR,2020-04-03 07:00:00-04:00,378,15
AS,2020-03-30 23:00:00-04:00,0,0
GU,2020-04-03 09:45:00-04:00,84,4
MP,2020-04-02 18:30:00-04:00,8,1
VI,2020-04-02 17:30:00-04:00,37,0
