Area,Date,Confirmed,Deaths
AK,2020-04-03 16:00:00-04:00,157,3
AL,2020-04-03 00:00:00-04:00,1432,35
AR,2020-04-03 16:21:00-04:00,704,12
AZ,2020-04-03 00:00:00-04:00,1769,41
CA,2020-04-02 00:00:00-04:00,10701,237
CO,2020-04-02 18:00:00-04:00,3728,97
CT,2020-04-03 15:30:00-04:00,4914,131
DC,2020-04-03 00:00:00-04:00,757,15
DE,2020-04-03 00:00:00-04:00,450,14
FL,2020-04-03 11:30:00-04:00,9585,163
GA,2020-04-03 11:28:00-04:00,5831,184
HI,2020-04-02 18:00:00-04:00,285,2
IA,2020-04-03 16:30:00-04:00,699,11
ID,2020-04-02 19:00:00-04:00,891,9
IL,2020-04-03 00:00:00-04:00,8904,210
IN,2020-04-02 23:59:00-04:00,3437,102
KS,2020-04-03 12:00:00-04:00,620,17
KY,2020-04-02 17:00:00-04:00,770,31
LA,2020-04-03 13:00:00-04:00,10297,370
MA,2020-04-03 12:30:00-04:00,10402,192
MD,2020-04-03 10:00:00-04:00,2758,42
ME,2020-04-03 12:00:00-04:00,432,9
MI,2020-04-03 11:00:00-04:00,12744,479
MN,2020-04-02 17:00:00-04:00,789,22
MO,2020-04-03 15:00:00-04:00,2113,19
MS,2020-04-02 19:00:00-04:00,1358,29
MT,2020-04-03 10:00:00-04:00,243,5
NC,2020-04-03 13:55:00-04:00,2093,19
ND,2020-04-03 13:50:00-04:00,173,3
NE,2020-04-03 13:50:00-04:00,279,6
NH,2020-04-02 09:00:00-04:00,479,5
NJ,2020-04-03 13:00:00-04:00,29895,646
NM,2020-04-02 00:00:00-04:00,403,7
NV,2020-04-03 09:30:00-04:00,1514,43
NY,2020-04-03 11:00:00-04:00,102863,2935
OH,2020-04-03 14:00:00-04:00,3312,91
OK,2020-04-03 08:00:00-04:00,988,38
OR,2020-04-02 11:00:00-04:00,826,21
PA,2020-04-03 12:00:00-04:00,8420,102
RI,2020-04-03 15:50:00-04:00,711,14
SC,2020-04-02 16:04:00-04:00,1554,31
SD,2020-04-03 13:21:00-04:00,187,2
TN,2020-04-03 15:00:00-04:00,3067,37
TX,2020-04-02 21:00:00-04:00,5330,90
UT,2020-04-03 15:00:00-04:00,1246,7
VA,2020-04-03 09:00:00-04:00,2012,46
VT,2020-04-03 13:00:00-04:00,389,17
WA,2020-04-02 02:59:00-04:00,6585,262
WI,2020-04-03 04:00:00-04:00,1912,37
WV,2020-04-03 10:00:00-04:00,237,2
WY,2020-04-03 10:42:00-04:00,162,0
PR,2020-04-03 07:00:00-04:00,378,15
AS,2020-03-30 23:00:00-04:00,0,0
GU,2020-04-03 09:45:00-04:00,84,4
MP,2020-04-02 18:30:00-04:00,8,1
VI,2020-04-03 14:30:00-04:00,38,0
