Area,Date,Confirmed,Deaths
AK,2020-04-30 15:00:00-04:00,355,9
AL,2020-05-01 00:00:00-04:00,7085,279
AR,2020-04-30 19:00:00-04:00,3281,61
AZ,2020-05-01 00:00:00-04:00,7962,330
CA,2020-04-29 00:00:00-04:00,48917,1982
CO,2020-04-30 18:00:00-04:00,15284,777
CT,2020-04-30 16:00:00-04:00,27700,2257
DC,2020-04-30 00:00:00-04:00,4658,231
DE,2020-04-30 12:10:00-04:00,4734,152
FL,2020-04-30 09:44:00-04:00,33690,1290
GA,2020-05-01 09:25:00-04:00,26968,1138
HI,2020-04-30 18:00:00-04:00,618,16
IA,2020-04-29 12:00:00-04:00,7145,162
ID,2020-04-30 00:00:00-04:00,2015,63
IL,2020-04-30 00:00:00-04:00,52918,2355
IN,2020-04-29 23:59:00-04:00,17835,1114
KS,2020-04-30 10:00:00-04:00,4238,129
KY,2020-04-30 17:00:00-04:00,4708,240
LA,2020-04-30 13:00:00-04:00,28001,1862
MA,2020-04-30 16:00:00-04:00,62205,3562
MD,2020-05-01 10:00:00-04:00,23472,1192
ME,2020-04-30 11:45:00-04:00,1095,53
MI,2020-04-30 11:00:00-04:00,41379,3789
MN,2020-04-29 17:00:00-04:00,5136,343
MO,2020-04-30 15:00:00-04:00,7562,329
MS,2020-04-29 19:00:00-04:00,6815,261
MT,2020-04-30 00:00:00-04:00,453,16
NC,2020-04-30 16:30:00-04:00,10509,378
ND,2020-04-30 13:00:00-04:00,1067,19
NE,2020-04-30 19:45:00-04:00,4281,70
NH,2020-04-30 09:00:00-04:00,2146,72
NJ,2020-04-30 13:00:00-04:00,118652,7228
NM,2020-05-01 10:55:00-04:00,3411,123
NV,2020-05-01 10:00:00-04:00,5227,243
NY,2020-04-30 00:00:00-04:00,304372,18321
OH,2020-04-30 14:00:00-04:00,18027,975
OK,2020-04-29 00:00:00-04:00,3618,222
OR,2020-04-30 11:00:00-04:00,2510,103
PA,2020-04-30 00:00:00-04:00,45763,2292
RI,2020-04-30 12:00:00-04:00,8621,266
SC,2020-04-30 16:06:00-04:00,6095,244
SD,2020-04-30 11:31:00-04:00,2449,17
TN,2020-04-30 00:00:00-04:00,10735,199
TX,2020-04-30 17:15:00-04:00,28087,782
UT,2020-04-30 15:00:00-04:00,4672,46
VA,2020-04-30 17:00:00-04:00,16901,581
VT,2020-05-01 10:10:00-04:00,879,50
WA,2020-04-30 02:59:00-04:00,14327,814
WI,2020-04-30 16:00:00-04:00,6854,316
WV,2020-05-01 10:00:00-04:00,1136,46
WY,2020-04-30 00:00:00-04:00,559,7
PR,2020-04-30 06:00:00-04:00,1539,92
AS,2020-04-19 00:00:00-04:00,0,0
GU,2020-05-01 08:15:00-04:00,146,5
MP,2020-05-01 06:27:00-04:00,14,2
VI,2020-04-30 20:37:00-04:00,66,4
