Area,Date,Confirmed,Deaths
AK,2020-11-28 03:59:00-05:00,30204,121
AL,2020-11-28 11:00:00-05:00,244993,3572
AR,2020-11-28 00:00:00-05:00,153677,2436
AS,2020-11-17 00:00:00-05:00,0,0
AZ,2020-11-28 00:00:00-05:00,322774,6624
CA,2020-11-28 02:59:00-05:00,1183320,19089
CO,2020-11-28 01:59:00-05:00,225283,2521
CT,2020-11-26 20:30:00-05:00,112581,4961
DC,2020-11-27 00:00:00-05:00,21308,678
DE,2020-11-27 18:00:00-05:00,34670,763
FL,2020-11-27 23:59:00-05:00,969813,18677
GA,2020-11-28 14:50:00-05:00,418936,9424
GU,2020-11-28 03:30:00-05:00,6782,112
HI,2020-11-27 05:59:00-05:00,18082,240
IA,2020-11-28 00:00:00-05:00,199683,2360
ID,2020-11-27 19:00:00-05:00,98500,909
IL,2020-11-28 00:00:00-05:00,712936,12838
IN,2020-11-27 23:59:00-05:00,329008,5663
KS,2020-11-27 10:00:00-05:00,153021,1529
KY,2020-11-28 00:00:00-05:00,174182,1885
LA,2020-11-27 13:00:00-05:00,230602,6391
MA,2020-11-28 08:00:00-05:00,222469,10676
MD,2020-11-28 10:00:00-05:00,194448,4602
ME,2020-11-27 23:59:00-05:00,11288,191
MI,2020-11-28 00:00:00-05:00,378152,9467
MN,2020-11-27 17:00:00-05:00,304023,3521
MO,2020-11-28 00:59:00-05:00,292740,3817
MP,2020-11-27 00:00:00-05:00,104,2
MS,2020-11-27 00:00:00-05:00,149940,3779
MT,2020-11-28 01:59:00-05:00,60845,669
NC,2020-11-28 11:20:00-05:00,357958,5219
ND,2020-11-28 01:59:00-05:00,77935,680
NE,2020-11-27 22:30:00-05:00,124066,984
NH,2020-11-28 09:00:00-05:00,20002,523
NJ,2020-11-28 00:00:00-05:00,330275,16965
NM,2020-11-28 17:30:00-05:00,93982,1527
NV,2020-11-28 00:00:00-05:00,149229,2119
NY,2020-11-27 14:00:00-05:00,634438,26632
OH,2020-11-28 14:00:00-05:00,406703,6378
OK,2020-11-28 00:00:00-05:00,193824,1717
OR,2020-11-28 03:01:00-05:00,72506,896
PA,2020-11-28 12:00:00-05:00,351667,10275
PR,2020-11-28 00:00:00-05:00,51581,1083
RI,2020-11-27 13:00:00-05:00,53954,1346
SC,2020-11-26 23:59:00-05:00,214911,4346
SD,2020-11-27 14:00:00-05:00,79099,942
TN,2020-11-28 15:00:00-05:00,363466,4541
TX,2020-11-28 15:35:00-05:00,1151069,21309
UT,2020-11-28 11:09:00-05:00,192087,863
VA,2020-11-27 17:00:00-05:00,233617,4054
VI,2020-11-28 12:19:00-05:00,1538,23
VT,2020-11-27 23:59:00-05:00,4033,67
WA,2020-11-27 02:59:00-05:00,158167,2703
WI,2020-11-28 00:00:00-05:00,404999,3464
WV,2020-11-27 23:59:00-05:00,45845,718
WY,2020-11-28 00:00:00-05:00,31929,215
