Area,Date,Confirmed,Deaths
AK,2020-12-15 03:59:00-05:00,40438,179
AL,2020-12-15 11:00:00-05:00,301533,4124
AR,2020-12-15 00:00:00-05:00,189198,3016
AS,2020-12-01 00:00:00-05:00,0,0
AZ,2020-12-15 00:00:00-05:00,424382,7422
CA,2020-12-15 02:59:00-05:00,1617370,21188
CO,2020-12-15 01:59:00-05:00,293382,4085
CT,2020-12-14 20:30:00-05:00,155462,5466
DC,2020-12-14 00:00:00-05:00,25339,720
DE,2020-12-14 18:00:00-05:00,47142,826
FL,2020-12-14 23:59:00-05:00,1124742,20365
GA,2020-12-15 14:50:00-05:00,484152,10160
GU,2020-12-15 04:30:00-05:00,7149,119
HI,2020-12-14 05:59:00-05:00,19844,274
IA,2020-12-15 00:00:00-05:00,223511,3340
ID,2020-12-14 19:00:00-05:00,122217,1194
IL,2020-12-15 00:00:00-05:00,863477,15587
IN,2020-12-14 11:59:00-05:00,434642,6968
KS,2020-12-14 10:00:00-05:00,190018,2109
KY,2020-12-15 00:00:00-05:00,227818,2239
LA,2020-12-15 13:00:00-05:00,272276,6895
MA,2020-12-14 23:59:00-05:00,298160,11443
MD,2020-12-15 10:00:00-05:00,239362,5206
ME,2020-12-14 23:59:00-05:00,16760,265
MI,2020-12-15 00:00:00-05:00,478171,11495
MN,2020-12-14 17:00:00-05:00,384164,4483
MO,2020-12-15 00:59:00-05:00,350365,4754
MP,2020-12-14 00:00:00-05:00,113,2
MS,2020-12-14 00:00:00-05:00,183300,4252
MT,2020-12-15 01:59:00-05:00,74040,826
NC,2020-12-15 11:45:00-05:00,446601,5881
ND,2020-12-15 01:59:00-05:00,88395,1176
NE,2020-12-14 21:45:00-05:00,149344,1418
NH,2020-12-15 09:00:00-05:00,32545,604
NJ,2020-12-15 00:00:00-05:00,409414,17872
NM,2020-12-15 17:52:00-05:00,122557,2006
NV,2020-12-15 00:00:00-05:00,191732,2596
NY,2020-12-14 14:00:00-05:00,794557,28002
OH,2020-12-15 14:00:00-05:00,579357,7654
OK,2020-12-15 00:00:00-05:00,241991,2086
OR,2020-12-14 03:01:00-05:00,95010,1161
PA,2020-12-15 12:00:00-05:00,509320,12890
PR,2020-12-15 00:00:00-05:00,63419,1294
RI,2020-12-15 13:00:00-05:00,75237,1570
SC,2020-12-13 23:59:00-05:00,257320,4756
SD,2020-12-14 14:00:00-05:00,91699,1261
TN,2020-12-15 15:00:00-05:00,472875,5615
TX,2020-12-15 18:10:00-05:00,1500538,24142
UT,2020-12-15 12:31:00-05:00,237787,1077
VA,2020-12-14 17:00:00-05:00,288309,4470
VI,2020-12-15 06:34:00-05:00,1828,23
VT,2020-12-14 23:59:00-05:00,5923,100
WA,2020-12-14 02:59:00-05:00,203797,2918
WI,2020-12-15 00:00:00-05:00,475340,4408
WV,2020-12-14 23:59:00-05:00,65701,1012
WY,2020-12-15 00:00:00-05:00,40064,328
