Area,Date,Confirmed,Deaths
AK,2020-12-29 03:59:00-05:00,44581,201
AL,2020-12-29 11:00:00-05:00,351804,4737
AR,2020-12-29 00:00:00-05:00,219246,3603
AS,2020-12-01 00:00:00-05:00,0,0
AZ,2020-12-29 00:00:00-05:00,507222,8640
CA,2020-12-29 02:59:00-05:00,2187221,24526
CO,2020-12-29 01:59:00-05:00,328408,4687
CT,2020-12-28 20:30:00-05:00,181967,5924
DC,2020-12-28 00:00:00-05:00,28535,775
DE,2020-12-28 18:00:00-05:00,56189,898
FL,2020-12-28 23:59:00-05:00,1270063,21718
GA,2020-12-29 14:50:00-05:00,552712,10779
GU,2020-12-29 03:15:00-05:00,7293,121
HI,2020-12-27 14:30:00-05:00,21538,285
IA,2020-12-29 00:00:00-05:00,236798,3812
ID,2020-12-28 19:00:00-05:00,137010,1377
IL,2020-12-29 00:00:00-05:00,948006,17596
IN,2020-12-28 23:59:00-05:00,500282,8051
KS,2020-12-28 10:00:00-05:00,216062,2548
KY,2020-12-29 00:00:00-05:00,261492,2594
LA,2020-12-29 13:00:00-05:00,304485,7397
MA,2020-12-28 23:59:00-05:00,361079,12218
MD,2020-12-29 10:00:00-05:00,271061,5803
ME,2020-12-28 23:59:00-05:00,22909,333
MI,2020-12-29 00:00:00-05:00,523839,12966
MN,2020-12-29 17:00:00-05:00,411110,5196
MO,2020-12-29 00:59:00-05:00,386095,5433
MP,2020-12-28 00:00:00-05:00,122,2
MS,2020-12-28 00:00:00-05:00,210032,4719
MT,2020-12-29 01:59:00-05:00,80426,939
NC,2020-12-29 12:25:00-05:00,524279,6574
ND,2020-12-29 01:59:00-05:00,91831,1283
NE,2020-12-28 21:45:00-05:00,162849,1587
NH,2020-12-29 09:00:00-05:00,42697,735
NJ,2020-12-29 00:00:00-05:00,467622,18777
NM,2020-12-29 17:42:00-05:00,139875,2403
NV,2020-12-29 00:00:00-05:00,220124,3019
NY,2020-12-28 14:00:00-05:00,943990,29756
OH,2020-12-29 14:00:00-05:00,682570,8722
OR,2020-12-28 03:01:00-05:00,111227,1449
PA,2020-12-29 16:00:00-05:00,622349,15353
PR,2020-12-29 00:00:00-05:00,75790,1460
RI,2020-12-29 13:00:00-05:00,86789,1760
SC,2020-12-27 23:59:00-05:00,300602,5198
SD,2020-12-28 14:00:00-05:00,98158,1446
TN,2020-12-29 18:00:00-05:00,572589,6710
TX,2020-12-29 18:05:00-05:00,1715978,26762
UT,2020-12-29 11:42:00-05:00,269326,1235
VA,2020-12-28 17:00:00-05:00,340297,4920
VI,2020-12-25 13:10:00-05:00,1979,23
VT,2020-12-28 23:59:00-05:00,7202,130
WA,2020-12-28 02:59:00-05:00,238672,3195
WI,2020-12-29 00:00:00-05:00,513056,5152
WV,2020-12-28 23:59:00-05:00,82773,1284
WY,2020-12-29 16:06:00-05:00,43923,405
