Area,Date,Confirmed,Deaths
AK,2020-10-16 03:59:00-04:00,11576,66
AL,2020-10-16 11:00:00-04:00,170374,2786
AR,2020-10-15 00:00:00-04:00,97539,1665
AS,2020-10-01 00:00:00-04:00,0,0
AZ,2020-10-16 00:00:00-04:00,229486,5806
CA,2020-10-16 02:59:00-04:00,861476,16830
CO,2020-10-15 01:59:00-04:00,81918,2029
CT,2020-10-15 20:30:00-04:00,62830,4542
DC,2020-10-15 00:00:00-04:00,16255,641
DE,2020-10-15 18:00:00-04:00,22724,662
FL,2020-10-15 23:59:00-04:00,748437,16030
GA,2020-10-16 14:50:00-04:00,337850,7556
GU,2020-10-16 05:00:00-04:00,3538,63
HI,2020-10-15 18:00:00-04:00,13962,184
IA,2020-10-16 00:00:00-04:00,99946,1523
ID,2020-10-15 19:17:00-04:00,50610,517
IL,2020-10-16 00:00:00-04:00,339761,9425
IN,2020-10-15 23:59:00-04:00,143495,3887
KS,2020-10-16 10:00:00-04:00,70855,859
KY,2020-10-16 00:00:00-04:00,85506,1300
LA,2020-10-16 13:00:00-04:00,177726,5727
MA,2020-10-16 08:00:00-04:00,142346,9702
MD,2020-10-16 10:00:00-04:00,134329,4032
ME,2020-10-15 23:59:00-04:00,5865,145
MI,2020-10-16 00:00:00-04:00,159119,7317
MN,2020-10-15 17:00:00-04:00,119396,2212
MO,2020-10-16 00:59:00-04:00,152571,2459
MP,2020-10-15 00:00:00-04:00,80,2
MS,2020-10-15 00:00:00-04:00,109255,3160
MT,2020-10-16 01:59:00-04:00,21595,235
NC,2020-10-16 12:00:00-04:00,241623,3910
ND,2020-10-16 01:59:00-04:00,30517,301
NE,2020-10-15 22:00:00-04:00,55428,535
NH,2020-10-16 09:00:00-04:00,9514,465
NJ,2020-10-16 00:00:00-04:00,217804,16202
NM,2020-10-15 17:15:00-04:00,34958,922
NV,2020-10-16 00:00:00-04:00,88685,1707
NY,2020-10-15 23:59:00-04:00,481107,25628
OH,2020-10-16 14:00:00-04:00,177991,5054
OK,2020-10-16 00:00:00-04:00,105308,1154
OR,2020-10-16 03:01:00-04:00,38935,617
PA,2020-10-16 12:00:00-04:00,179086,8457
PR,2020-10-16 00:00:00-04:00,56412,758
RI,2020-10-16 12:00:00-04:00,27691,1152
SC,2020-10-15 23:59:00-04:00,162253,3615
SD,2020-10-15 14:00:00-04:00,31805,307
TN,2020-10-16 15:00:00-04:00,223493,2871
TX,2020-10-16 17:20:00-04:00,815678,16903
UT,2020-10-16 10:01:00-04:00,91957,537
VA,2020-10-15 17:00:00-04:00,164124,3408
VI,2020-10-15 21:52:00-04:00,1329,21
VT,2020-10-15 23:59:00-04:00,1915,58
WA,2020-10-15 02:59:00-04:00,96185,2232
WI,2020-10-16 00:00:00-04:00,175227,1588
WV,2020-10-15 23:59:00-04:00,19580,396
WY,2020-10-16 18:11:00-04:00,8665,57
