Area,Date,Confirmed,Deaths
AK,2020-03-20 16:30:00-04:00,12,0
AL,2020-03-20 11:00:00-04:00,81,0
AR,2020-03-20 14:19:00-04:00,96,0
AZ,2020-03-20 00:00:00-04:00,65,0
CA,2020-03-20 14:41:00-04:00,1063,20
CO,2020-03-20 14:42:00-04:00,277,3
CT,2020-03-20 15:30:00-04:00,194,3
DC,2020-03-20 00:00:00-04:00,71,1
DE,2020-03-20 10:00:00-04:00,38,0
FL,2020-03-20 11:00:00-04:00,520,10
GA,2020-03-20 12:00:00-04:00,420,13
HI,2020-03-19 18:00:00-04:00,26,0
IA,2020-03-20 16:15:00-04:00,45,0
ID,2020-03-19 19:00:00-04:00,23,0
IL,2020-03-20 00:00:00-04:00,590,5
IN,2020-03-20 00:59:00-04:00,79,2
KS,2020-03-20 11:00:00-04:00,44,1
KY,2020-03-19 17:00:00-04:00,47,1
LA,2020-03-20 15:30:00-04:00,479,12
MA,2020-03-20 16:00:00-04:00,413,1
MD,2020-03-20 10:00:00-04:00,149,1
ME,2020-03-20 11:00:00-04:00,57,0
MI,2020-03-20 15:00:00-04:00,549,3
MN,2020-03-20 00:00:00-04:00,115,0
MO,2020-03-20 10:05:00-04:00,47,1
MS,2020-03-20 11:35:00-04:00,80,1
MT,2020-03-19 22:11:00-04:00,16,0
NC,2020-03-20 09:35:00-04:00,137,0
ND,2020-03-20 00:00:00-04:00,20,0
NE,2020-03-19 00:00:00-04:00,32,0
NH,2020-03-19 09:00:00-04:00,44,0
NJ,2020-03-20 13:30:00-04:00,890,11
NM,2020-03-20 00:00:00-04:00,43,0
NV,2020-03-20 02:59:00-04:00,109,1
NY,2020-03-20 13:20:00-04:00,7102,35
OH,2020-03-20 14:00:00-04:00,169,1
OK,2020-03-20 08:00:00-04:00,49,1
OR,2020-03-20 11:00:00-04:00,114,3
PA,2020-03-20 12:00:00-04:00,268,1
RI,2020-03-19 00:00:00-04:00,54,0
SC,2020-03-19 17:10:00-04:00,81,1
SD,2020-03-20 00:00:00-04:00,14,1
TN,2020-03-20 15:00:00-04:00,228,0
TX,2020-03-20 13:00:00-04:00,194,5
UT,2020-03-20 00:00:00-04:00,112,0
VA,2020-03-20 00:00:00-04:00,114,2
VT,2020-03-20 14:00:00-04:00,29,2
WA,2020-03-19 18:00:00-04:00,1376,74
WI,2020-03-20 16:00:00-04:00,206,3
WV,2020-03-20 00:00:00-04:00,7,0
WY,2020-03-20 13:30:00-04:00,19,0
PR,2020-03-20 13:00:00-04:00,14,0
AS,2020-03-19 00:00:00-04:00,0,0
GU,2020-03-20 05:15:00-04:00,14,0
MP,2020-03-20 01:30:00-04:00,0,0
VI,2020-03-19 17:30:00-04:00,3,0
