Area,Date,Confirmed,Deaths
AK,2020-05-05 00:00:00-04:00,371,9
AL,2020-05-05 00:00:00-04:00,8285,313
AR,2020-05-05 16:10:00-04:00,3496,80
AZ,2020-05-05 00:00:00-04:00,9305,395
CA,2020-05-05 14:00:00-04:00,56212,2317
CO,2020-05-05 00:00:00-04:00,16907,851
CT,2020-05-04 16:00:00-04:00,30621,2633
DC,2020-05-04 00:00:00-04:00,5322,264
DE,2020-05-04 18:00:00-04:00,5371,187
FL,2020-05-05 10:31:00-04:00,37439,1536
GA,2020-05-05 16:25:00-04:00,29711,1288
HI,2020-05-04 18:00:00-04:00,621,17
IA,2020-05-04 12:00:00-04:00,10111,207
ID,2020-05-03 19:00:00-04:00,2106,64
IL,2020-05-05 00:00:00-04:00,65962,2838
IN,2020-05-04 23:59:00-04:00,21033,1326
KS,2020-05-05 10:00:00-04:00,5458,137
KY,2020-05-04 17:00:00-04:00,5245,261
LA,2020-05-05 13:00:00-04:00,29996,2115
MA,2020-05-05 12:00:00-04:00,70271,4212
MD,2020-05-05 10:00:00-04:00,27117,1390
ME,2020-05-04 11:59:00-04:00,1226,61
MI,2020-05-05 11:00:00-04:00,44397,4179
MN,2020-05-04 17:00:00-04:00,7851,455
MO,2020-05-05 15:00:00-04:00,8916,377
MS,2020-05-04 19:00:00-04:00,8207,342
MT,2020-05-05 00:00:00-04:00,456,16
NC,2020-05-05 11:00:00-04:00,12256,452
ND,2020-05-05 13:00:00-04:00,1266,25
NE,2020-05-03 20:45:00-04:00,6083,78
NH,2020-05-04 09:00:00-04:00,2588,86
NJ,2020-05-05 13:00:00-04:00,130593,8244
NM,2020-05-04 17:53:00-04:00,4031,156
NV,2020-05-05 10:00:00-04:00,5594,268
NY,2020-05-05 00:00:00-04:00,321192,19645
OH,2020-05-05 14:00:00-04:00,20969,1135
OK,2020-05-05 00:00:00-04:00,4127,247
OR,2020-05-05 11:00:00-04:00,2839,113
PA,2020-05-05 00:00:00-04:00,50957,3012
RI,2020-05-05 12:00:00-04:00,9933,355
SC,2020-05-04 16:35:00-04:00,6757,283
SD,2020-05-04 18:00:00-04:00,2721,24
TN,2020-05-05 15:00:00-04:00,13690,226
TX,2020-05-05 13:15:00-04:00,33369,906
UT,2020-05-05 15:00:00-04:00,5449,56
VA,2020-05-04 17:00:00-04:00,20256,713
VT,2020-05-05 10:26:00-04:00,907,52
WA,2020-05-04 02:59:00-04:00,15462,841
WI,2020-05-05 00:00:00-04:00,8566,353
WV,2020-05-05 10:00:00-04:00,1238,50
WY,2020-05-04 17:02:00-04:00,596,7
PR,2020-05-05 06:00:00-04:00,1924,99
AS,2020-05-03 00:00:00-04:00,0,0
GU,2020-05-05 09:00:00-04:00,149,5
MP,2020-05-05 00:00:00-04:00,14,2
VI,2020-05-04 20:30:00-04:00,66,4
