Area,Date,Confirmed,Deaths
AK,2020-06-11 00:00:00-04:00,611,11
AL,2020-06-11 11:00:00-04:00,22845,755
AR,2020-06-11 14:50:00-04:00,10816,171
AS,2020-06-01 00:00:00-04:00,0,0
AZ,2020-06-11 00:00:00-04:00,31264,1127
CA,2020-06-11 00:00:00-04:00,139281,4881
CO,2020-06-10 00:00:00-04:00,28499,1573
CT,2020-06-10 20:30:00-04:00,44461,4146
DC,2020-06-10 00:00:00-04:00,9589,502
DE,2020-06-10 18:00:00-04:00,10106,438
FL,2020-06-11 10:00:00-04:00,69069,2938
GA,2020-06-11 14:50:00-04:00,54973,2375
GU,2020-06-11 08:00:00-04:00,183,5
HI,2020-06-10 18:00:00-04:00,685,17
IA,2020-06-11 00:00:00-04:00,22938,639
ID,2020-06-10 19:00:00-04:00,3260,85
IL,2020-06-11 00:00:00-04:00,131327,6363
IN,2020-06-10 23:59:00-04:00,38748,2380
KS,2020-06-10 10:00:00-04:00,10812,240
KY,2020-06-11 00:00:00-04:00,11945,493
LA,2020-06-11 13:00:00-04:00,44472,2987
MA,2020-06-11 10:00:00-04:00,104667,7492
MD,2020-06-11 10:00:00-04:00,60197,2875
ME,2020-06-11 12:15:00-04:00,2667,100
MI,2020-06-11 00:00:00-04:00,65449,5985
MN,2020-06-10 17:00:00-04:00,29316,1280
MO,2020-06-11 15:00:00-04:00,15390,860
MP,2020-06-10 18:00:00-04:00,30,2
MS,2020-06-09 19:00:00-04:00,18483,868
MT,2020-06-11 11:53:00-04:00,563,18
NC,2020-06-11 11:50:00-04:00,39481,1064
ND,2020-06-10 00:00:00-04:00,2980,77
NE,2020-06-10 20:00:00-04:00,16025,195
NH,2020-06-10 09:00:00-04:00,5178,301
NJ,2020-06-11 13:00:00-04:00,165816,12443
NM,2020-06-10 18:00:00-04:00,9250,410
NV,2020-06-11 12:00:00-04:00,10399,458
NY,2020-06-11 00:00:00-04:00,380892,24442
OH,2020-06-11 14:00:00-04:00,40004,2490
OK,2020-06-11 08:00:00-04:00,7626,357
OR,2020-06-11 03:01:00-04:00,5237,171
PA,2020-06-11 00:00:00-04:00,77933,6113
PR,2020-06-11 06:30:00-04:00,5352,144
RI,2020-06-11 12:00:00-04:00,15862,823
SC,2020-06-11 16:00:00-04:00,16441,588
SD,2020-06-10 18:00:00-04:00,5665,73
TN,2020-06-11 15:00:00-04:00,28538,441
TX,2020-06-11 21:30:00-04:00,81583,1920
UT,2020-06-11 10:16:00-04:00,13252,131
VA,2020-06-10 17:00:00-04:00,52647,1520
VI,2020-06-10 23:13:00-04:00,72,6
VT,2020-06-11 00:00:00-04:00,1110,55
WA,2020-06-11 02:59:00-04:00,24642,1190
WI,2020-06-11 00:00:00-04:00,21926,682
WV,2020-06-11 10:00:00-04:00,2212,85
WY,2020-06-11 16:12:00-04:00,1009,18
