Area,Date,Confirmed,Deaths
AK,2020-05-25 00:00:00-04:00,409,10
AL,2020-05-25 00:00:00-04:00,14730,562
AR,2020-05-25 00:00:00-04:00,6029,117
AZ,2020-05-25 00:00:00-04:00,16561,806
CA,2020-05-25 00:00:00-04:00,94558,3795
CO,2020-05-25 00:00:00-04:00,24174,1332
CT,2020-05-24 20:30:00-04:00,40873,3742
DC,2020-05-24 00:00:00-04:00,8225,440
DE,2020-05-24 18:00:00-04:00,8965,332
FL,2020-05-25 10:04:00-04:00,51746,2331
GA,2020-05-25 13:00:00-04:00,43344,1830
HI,2020-05-24 18:00:00-04:00,643,17
IA,2020-05-25 00:00:00-04:00,17577,459
ID,2020-05-23 19:00:00-04:00,2626,79
IL,2020-05-25 00:00:00-04:00,112017,4884
IN,2020-05-24 23:59:00-04:00,31715,1976
KS,2020-05-25 10:00:00-04:00,9218,188
KY,2020-05-23 00:00:00-04:00,8571,391
LA,2020-05-25 13:00:00-04:00,37809,2690
MA,2020-05-25 10:00:00-04:00,93271,6416
MD,2020-05-25 10:00:00-04:00,47152,2302
ME,2020-05-25 11:30:00-04:00,2074,78
MI,2020-05-25 11:00:00-04:00,54881,5240
MN,2020-05-24 17:00:00-04:00,21315,890
MO,2020-05-25 15:00:00-04:00,12167,685
MS,2020-05-24 19:00:00-04:00,13458,635
MT,2020-05-25 00:00:00-04:00,479,16
NC,2020-05-25 10:55:00-04:00,23964,754
ND,2020-05-24 13:00:00-04:00,2457,54
NE,2020-05-24 19:55:00-04:00,12134,150
NH,2020-05-24 09:00:00-04:00,4149,209
NJ,2020-05-25 13:00:00-04:00,155092,11144
NM,2020-05-24 18:03:00-04:00,6943,317
NV,2020-05-25 10:25:00-04:00,7879,394
NY,2020-05-25 00:00:00-04:00,362764,23488
OH,2020-05-25 14:00:00-04:00,32477,1987
OK,2020-05-25 12:30:00-04:00,6090,313
OR,2020-05-25 03:01:00-04:00,3949,148
PA,2020-05-25 00:00:00-04:00,68186,5139
RI,2020-05-24 12:00:00-04:00,14065,608
SC,2020-05-25 15:30:00-04:00,10178,440
SD,2020-05-24 18:00:00-04:00,4586,50
TN,2020-05-25 15:00:00-04:00,20607,338
TX,2020-05-25 04:30:00-04:00,55971,1527
UT,2020-05-25 10:15:00-04:00,8521,98
VA,2020-05-24 17:00:00-04:00,37727,1208
VT,2020-05-25 00:00:00-04:00,962,54
WA,2020-05-24 02:59:00-04:00,19828,1061
WI,2020-05-25 00:00:00-04:00,15584,514
WV,2020-05-25 10:00:00-04:00,1774,72
WY,2020-05-24 00:00:00-04:00,838,12
PR,2020-05-25 06:30:00-04:00,3260,129
AS,2020-05-19 00:00:00-04:00,0,0
GU,2020-05-25 00:15:00-04:00,166,5
MP,2020-05-24 00:07:00-04:00,22,2
VI,2020-05-22 07:29:00-04:00,69,6
