Area,Date,Confirmed,Deaths
AK,2021-02-26 03:59:00-05:00,55989,290
AL,2021-02-27 11:00:00-05:00,492683,9930
AR,2021-02-27 00:00:00-05:00,319195,5417
AS,2020-12-01 00:00:00-05:00,0,0
AZ,2021-02-27 00:00:00-05:00,815707,15967
CA,2021-02-27 02:59:00-05:00,3470877,51821
CO,2021-02-27 01:59:00-05:00,427462,5945
CT,2021-02-25 23:59:00-05:00,279946,7622
DC,2021-02-26 00:00:00-05:00,40478,1010
DE,2021-02-26 18:00:00-05:00,86517,1418
FL,2021-02-26 23:59:00-05:00,1868769,31280
GA,2021-02-27 14:50:00-05:00,1004187,17294
GU,2021-02-27 03:30:00-05:00,7735,131
HI,2021-02-25 14:30:00-05:00,28270,439
IA,2021-02-27 00:00:00-05:00,279744,5470
ID,2021-02-26 19:53:00-05:00,170907,1859
IL,2021-02-27 00:00:00-05:00,1185447,22710
IN,2021-02-26 23:59:00-05:00,660942,12556
KS,2021-02-26 10:00:00-05:00,293663,4735
KY,2021-02-27 00:00:00-05:00,403947,4625
LA,2021-02-26 13:00:00-05:00,428592,9587
MA,2021-02-26 23:59:00-05:00,579680,16067
MD,2021-02-27 10:00:00-05:00,381272,7856
ME,2021-02-26 23:59:00-05:00,44492,702
MI,2021-02-27 00:00:00-05:00,645550,16508
MN,2021-02-26 17:00:00-05:00,483790,6475
MO,2021-02-27 00:59:00-05:00,477950,7920
MP,2021-02-20 00:00:00-05:00,143,2
MS,2021-02-26 00:00:00-05:00,294091,6669
MT,2021-02-27 01:59:00-05:00,99837,1356
NC,2021-02-27 12:00:00-05:00,858548,11212
ND,2021-02-27 01:59:00-05:00,99780,1472
NE,2021-02-27 10:30:00-05:00,200681,2082
NH,2021-02-27 09:00:00-05:00,75166,1170
NJ,2021-02-27 00:00:00-05:00,786967,23238
NM,2021-02-26 17:53:00-05:00,184736,3685
NV,2021-02-26 00:00:00-05:00,293488,4957
NY,2021-02-26 14:00:00-05:00,1622865,38407
OH,2021-02-27 14:00:00-05:00,966154,17237
OR,2021-02-26 03:01:00-05:00,154878,2206
PA,2021-02-27 12:00:00-05:00,929697,23937
PR,2021-02-27 00:00:00-05:00,100044,2032
RI,2021-02-26 13:00:00-05:00,125622,2502
SC,2021-02-25 23:59:00-05:00,515072,8498
SD,2021-02-26 14:00:00-05:00,112293,1886
TN,2021-02-27 15:00:00-05:00,773887,11393
TX,2021-02-27 13:15:00-05:00,2640209,42739
UT,2021-02-27 10:41:00-05:00,370770,1929
VA,2021-02-26 17:00:00-05:00,574314,8382
VI,2021-02-27 12:37:00-05:00,2646,25
VT,2021-02-26 23:59:00-05:00,15098,204
WA,2021-02-26 02:59:00-05:00,338822,4956
WI,2021-02-27 00:00:00-05:00,616886,7014
WV,2021-02-26 23:59:00-05:00,131580,2297
WY,2021-02-26 00:00:00-05:00,54350,671
