Area,Date,Confirmed,Deaths
AK,2020-06-25 00:00:00-04:00,816,12
AL,2020-06-25 11:00:00-04:00,33206,896
AR,2020-06-25 15:20:00-04:00,18062,240
AS,2020-06-25 00:00:00-04:00,0,0
AZ,2020-06-25 00:00:00-04:00,63030,1490
CA,2020-06-25 00:00:00-04:00,195571,5733
CO,2020-06-24 00:00:00-04:00,31155,1667
CT,2020-06-24 20:30:00-04:00,45994,4298
DC,2020-06-24 00:00:00-04:00,10159,543
DE,2020-06-24 18:00:00-04:00,10980,507
FL,2020-06-24 23:59:00-04:00,114018,3423
GA,2020-06-25 14:50:00-04:00,71095,2745
GU,2020-06-25 07:15:00-04:00,245,5
HI,2020-06-24 18:00:00-04:00,835,17
IA,2020-06-25 00:00:00-04:00,27197,695
ID,2020-06-25 00:00:00-04:00,4645,90
IL,2020-06-25 00:00:00-04:00,140434,7014
IN,2020-06-24 23:59:00-04:00,43655,2586
KS,2020-06-24 10:00:00-04:00,12970,261
KY,2020-06-25 00:00:00-04:00,14617,546
LA,2020-06-25 13:00:00-04:00,53415,3164
MA,2020-06-25 10:00:00-04:00,107837,7963
MD,2020-06-25 10:00:00-04:00,65777,3129
ME,2020-06-24 23:59:00-04:00,3070,103
MI,2020-06-25 00:00:00-04:00,68989,6133
MN,2020-06-24 17:00:00-04:00,34123,1441
MO,2020-06-25 15:00:00-04:00,19421,982
MP,2020-06-25 03:22:00-04:00,30,2
MS,2020-06-24 19:00:00-04:00,24516,1016
MT,2020-06-25 00:00:00-04:00,803,21
NC,2020-06-25 12:00:00-04:00,57183,1284
ND,2020-06-25 00:00:00-04:00,3393,87
NE,2020-06-24 20:00:00-04:00,18221,257
NH,2020-06-24 09:00:00-04:00,5598,347
NJ,2020-06-25 13:00:00-04:00,170196,14872
NM,2020-06-24 17:50:00-04:00,10990,480
NV,2020-06-25 11:30:00-04:00,14859,495
NY,2020-06-24 23:59:00-04:00,390415,24800
OH,2020-06-25 14:00:00-04:00,47651,2772
OK,2020-06-25 08:00:00-04:00,11948,375
OR,2020-06-25 03:01:00-04:00,7568,197
PA,2020-06-24 00:00:00-04:00,83770,6557
PR,2020-06-25 06:30:00-04:00,6877,151
RI,2020-06-25 12:00:00-04:00,16640,920
SC,2020-06-24 23:59:00-04:00,29022,693
SD,2020-06-24 18:00:00-04:00,6479,87
TN,2020-06-25 15:00:00-04:00,38034,567
TX,2020-06-25 17:00:00-04:00,131917,2296
UT,2020-06-25 10:45:00-04:00,19374,164
VA,2020-06-24 17:00:00-04:00,59946,1675
VI,2020-06-24 20:29:00-04:00,80,6
VT,2020-06-25 00:00:00-04:00,1191,56
WA,2020-06-24 02:59:00-04:00,29869,1293
WI,2020-06-24 16:00:00-04:00,29105,766
WV,2020-06-25 10:00:00-04:00,2661,92
WY,2020-06-25 17:19:00-04:00,1326,20
