Area,Date,Confirmed,Deaths
AK,2020-10-20 03:59:00-04:00,12432,67
AL,2020-10-20 11:00:00-04:00,174528,2805
AR,2020-10-20 00:00:00-04:00,100441,1728
AS,2020-10-01 00:00:00-04:00,0,0
AZ,2020-10-20 00:00:00-04:00,232937,5837
CA,2020-10-20 02:59:00-04:00,874077,16992
CO,2020-10-19 01:59:00-04:00,86374,2051
CT,2020-10-19 20:30:00-04:00,64455,4559
DC,2020-10-19 00:00:00-04:00,16445,642
DE,2020-10-19 18:00:00-04:00,23325,668
FL,2020-10-19 23:59:00-04:00,760389,16308
GA,2020-10-20 14:50:00-04:00,342438,7674
GU,2020-10-20 06:00:00-04:00,3886,67
HI,2020-10-19 18:00:00-04:00,14262,187
IA,2020-10-20 00:00:00-04:00,103011,1555
ID,2020-10-19 19:38:00-04:00,53790,531
IL,2020-10-19 00:00:00-04:00,354462,9537
IN,2020-10-18 23:59:00-04:00,150664,4008
KS,2020-10-19 10:00:00-04:00,72968,872
KY,2020-10-20 00:00:00-04:00,89544,1342
LA,2020-10-20 13:00:00-04:00,179769,5772
MA,2020-10-20 08:00:00-04:00,145464,9758
MD,2020-10-20 10:00:00-04:00,136744,4050
ME,2020-10-19 23:59:00-04:00,5989,146
MI,2020-10-20 00:00:00-04:00,165994,7383
MN,2020-10-19 17:00:00-04:00,125531,2246
MO,2020-10-20 00:59:00-04:00,159625,2615
MP,2020-10-19 00:00:00-04:00,88,2
MS,2020-10-19 00:00:00-04:00,111322,3202
MT,2020-10-20 01:59:00-04:00,24093,252
NC,2020-10-20 12:28:00-04:00,248750,3992
ND,2020-10-20 01:59:00-04:00,33666,315
NE,2020-10-19 22:00:00-04:00,58817,554
NH,2020-10-19 09:00:00-04:00,9746,468
NJ,2020-10-20 00:00:00-04:00,222193,16227
NM,2020-10-19 17:51:00-04:00,37302,935
NV,2020-10-20 00:00:00-04:00,91499,1727
NY,2020-10-19 23:59:00-04:00,486480,25672
OH,2020-10-20 14:00:00-04:00,185639,5083
OK,2020-10-20 00:00:00-04:00,109548,1191
OR,2020-10-20 03:01:00-04:00,40136,633
PA,2020-10-19 12:00:00-04:00,184872,8533
PR,2020-10-20 00:00:00-04:00,58643,769
RI,2020-10-20 12:00:00-04:00,28649,1164
SC,2020-10-19 23:59:00-04:00,165493,3696
SD,2020-10-19 14:00:00-04:00,34457,330
TN,2020-10-20 15:00:00-04:00,233569,2952
TX,2020-10-20 17:30:00-04:00,833557,17087
UT,2020-10-20 11:18:00-04:00,96643,551
VA,2020-10-19 17:00:00-04:00,167754,3485
VI,2020-10-17 20:49:00-04:00,1335,21
VT,2020-10-19 23:59:00-04:00,1956,58
WA,2020-10-19 02:59:00-04:00,98661,2258
WI,2020-10-20 00:00:00-04:00,187828,1652
WV,2020-10-19 23:59:00-04:00,20519,408
WY,2020-10-20 17:55:00-04:00,9526,61
