Area,Date,Confirmed,Deaths
AK,2020-12-31 03:59:00-05:00,45461,206
AL,2021-01-01 11:00:00-05:00,365747,4872
AR,2021-01-01 00:00:00-05:00,225138,3676
AS,2020-12-01 00:00:00-05:00,0,0
AZ,2021-01-01 00:00:00-05:00,530267,9015
CA,2021-01-01 02:59:00-05:00,2292568,25971
CO,2021-01-01 01:59:00-05:00,337161,4873
CT,2020-12-30 20:30:00-05:00,185708,5995
DC,2020-12-31 00:00:00-05:00,29252,788
DE,2020-12-31 18:00:00-05:00,58064,930
FL,2021-01-01 00:00:00-05:00,1300528,21990
GA,2021-01-01 14:50:00-05:00,575395,10958
GU,2021-01-01 06:45:00-05:00,7326,122
HI,2020-12-30 19:30:00-05:00,22120,289
IA,2021-01-01 00:00:00-05:00,240766,3898
ID,2020-12-31 19:00:00-05:00,141077,1436
IL,2021-01-01 00:00:00-05:00,970590,18173
IN,2020-12-31 23:59:00-05:00,517773,8371
KS,2021-01-01 10:00:00-05:00,227745,2879
KY,2020-12-30 00:00:00-05:00,265262,2623
LA,2020-12-31 13:00:00-05:00,315275,7488
MA,2020-12-30 23:59:00-05:00,375178,12423
MD,2021-01-01 10:00:00-05:00,280219,5942
ME,2020-12-31 23:59:00-05:00,24201,347
MI,2020-12-30 00:00:00-05:00,528621,13018
MN,2020-12-31 17:00:00-05:00,415302,5323
MO,2021-01-01 00:59:00-05:00,397299,5540
MP,2020-12-30 00:00:00-05:00,122,2
MS,2020-12-31 00:00:00-05:00,218386,4816
MT,2021-01-01 00:00:00-05:00,81555,961
NC,2020-12-31 11:55:00-05:00,539545,6748
ND,2021-01-01 01:59:00-05:00,92495,1289
NE,2020-12-31 21:30:00-05:00,166798,1651
NH,2020-12-31 09:00:00-05:00,44028,759
NJ,2021-01-01 00:00:00-05:00,482861,19160
NM,2021-01-01 17:51:00-05:00,144142,2502
NV,2021-01-01 00:00:00-05:00,227046,3146
NY,2020-12-31 14:00:00-05:00,990711,30208
OH,2020-12-31 14:00:00-05:00,700380,8962
OR,2020-12-31 03:01:00-05:00,113909,1477
PA,2021-01-01 12:00:00-05:00,648039,16214
PR,2021-01-01 00:00:00-05:00,77054,1521
RI,2020-12-30 13:00:00-05:00,87949,1777
SC,2020-12-29 23:59:00-05:00,307507,5296
SD,2020-12-30 14:00:00-05:00,99164,1488
TN,2021-01-01 00:00:00-05:00,586802,6907
TX,2021-01-01 15:30:00-05:00,1772483,27771
UT,2020-12-31 09:56:00-05:00,276612,1269
VA,2020-12-31 17:00:00-05:00,354766,5081
VI,2021-01-01 08:59:00-05:00,2036,23
VT,2020-12-30 23:59:00-05:00,7412,136
WA,2020-12-31 02:59:00-05:00,246752,3461
WI,2021-01-01 00:00:00-05:00,522523,5254
WV,2020-12-31 23:59:00-05:00,87820,1361
WY,2020-12-31 00:00:00-05:00,44409,438
