Area,Date,Confirmed,Deaths
AK,2020-10-14 03:59:00-04:00,11183,64
AL,2020-10-14 11:00:00-04:00,167977,2706
AR,2020-10-14 00:00:00-04:00,95246,1634
AS,2020-10-01 00:00:00-04:00,0,0
AZ,2020-10-14 00:00:00-04:00,227635,5772
CA,2020-10-14 02:59:00-04:00,855072,16639
CO,2020-10-13 01:59:00-04:00,80085,2009
CT,2020-10-13 20:30:00-04:00,61861,4537
DC,2020-10-13 00:00:00-04:00,16132,638
DE,2020-10-13 18:00:00-04:00,22465,660
FL,2020-10-13 23:59:00-04:00,741632,15788
GA,2020-10-14 14:50:00-04:00,334601,7470
GU,2020-10-14 05:15:00-04:00,3341,61
HI,2020-10-13 18:00:00-04:00,13773,173
IA,2020-10-14 00:00:00-04:00,97384,1497
ID,2020-10-13 19:06:00-04:00,49247,512
IL,2020-10-14 00:00:00-04:00,330643,9320
IN,2020-10-13 23:59:00-04:00,139269,3836
KS,2020-10-14 10:00:00-04:00,69155,838
KY,2020-10-14 00:00:00-04:00,83013,1276
LA,2020-10-14 13:00:00-04:00,176209,5695
MA,2020-10-14 08:00:00-04:00,140992,9647
MD,2020-10-14 10:00:00-04:00,132918,4022
ME,2020-10-13 23:59:00-04:00,5816,143
MI,2020-10-14 00:00:00-04:00,154455,7268
MN,2020-10-13 17:00:00-04:00,115943,2180
MO,2020-10-14 00:59:00-04:00,148679,2420
MP,2020-10-13 00:00:00-04:00,77,2
MS,2020-10-13 00:00:00-04:00,106817,3140
MT,2020-10-14 01:59:00-04:00,20210,225
NC,2020-10-14 11:30:00-04:00,236407,3856
ND,2020-10-14 01:59:00-04:00,28947,277
NE,2020-10-13 21:00:00-04:00,53543,527
NH,2020-10-13 09:00:00-04:00,9279,456
NJ,2020-10-14 00:00:00-04:00,216023,16191
NM,2020-10-13 17:51:00-04:00,33713,918
NV,2020-10-14 02:59:00-04:00,87314,1691
NY,2020-10-13 23:59:00-04:00,477940,25605
OH,2020-10-14 14:00:00-04:00,173665,5033
OK,2020-10-14 00:00:00-04:00,102615,1132
OR,2020-10-14 03:01:00-04:00,38160,608
PA,2020-10-14 12:00:00-04:00,175922,8411
PR,2020-10-12 00:00:00-04:00,55516,742
RI,2020-10-14 12:00:00-04:00,27164,1147
SC,2020-10-13 23:59:00-04:00,159809,3593
SD,2020-10-13 14:00:00-04:00,30215,291
TN,2020-10-14 15:00:00-04:00,220538,2828
TX,2020-10-14 16:30:00-04:00,805082,16717
UT,2020-10-14 11:12:00-04:00,88963,527
VA,2020-10-13 17:00:00-04:00,161610,3381
VI,2020-10-13 20:46:00-04:00,1328,20
VT,2020-10-13 23:59:00-04:00,1889,58
WA,2020-10-13 02:59:00-04:00,94775,2211
WI,2020-10-14 00:00:00-04:00,167082,1547
WV,2020-10-13 23:59:00-04:00,18818,391
WY,2020-10-14 16:32:00-04:00,8177,57
