Area,Date,Confirmed,Deaths
AK,2020-08-19 00:00:00-04:00,5247,29
AL,2020-08-19 11:00:00-04:00,111478,1944
AR,2020-08-19 14:47:00-04:00,54216,631
AS,2020-08-15 00:00:00-04:00,0,0
AZ,2020-08-19 00:00:00-04:00,195557,4634
CA,2020-08-19 00:00:00-04:00,638831,11523
CO,2020-08-18 01:59:00-04:00,53631,1788
CT,2020-08-18 20:30:00-04:00,51314,4457
DC,2020-08-18 00:00:00-04:00,13354,600
DE,2020-08-18 18:00:00-04:00,16643,595
FL,2020-08-18 23:59:00-04:00,584047,10067
GA,2020-08-19 15:50:00-04:00,243982,4849
GU,2020-08-18 23:50:00-04:00,599,5
HI,2020-08-19 00:52:00-04:00,5609,42
IA,2020-08-19 00:00:00-04:00,53288,1006
ID,2020-08-18 19:00:00-04:00,28326,282
IL,2020-08-19 00:00:00-04:00,213221,8017
IN,2020-08-18 23:59:00-04:00,82336,3180
KS,2020-08-19 10:00:00-04:00,35890,411
KY,2020-08-19 00:00:00-04:00,40926,842
LA,2020-08-19 13:00:00-04:00,139903,4609
MA,2020-08-19 10:00:00-04:00,124415,8876
MD,2020-08-19 10:00:00-04:00,101649,3661
ME,2020-08-18 23:59:00-04:00,4234,127
MI,2020-08-19 00:00:00-04:00,104091,6618
MN,2020-08-18 17:00:00-04:00,66618,1784
MO,2020-08-19 00:00:00-04:00,70675,1414
MP,2020-08-17 19:35:00-04:00,54,2
MS,2020-08-18 19:00:00-04:00,74555,2163
MT,2020-08-19 00:00:00-04:00,5956,84
NC,2020-08-19 12:58:00-04:00,147932,2431
ND,2020-08-19 00:00:00-04:00,8968,110
NE,2020-08-18 21:05:00-04:00,30825,368
NH,2020-08-19 09:00:00-04:00,7036,427
NJ,2020-08-19 00:00:00-04:00,188427,15926
NM,2020-08-19 17:51:00-04:00,23749,729
NV,2020-08-19 02:59:00-04:00,63028,1134
NY,2020-08-18 23:59:00-04:00,427202,25270
OH,2020-08-19 14:00:00-04:00,110881,3907
OK,2020-08-19 00:00:00-04:00,49923,699
OR,2020-08-19 03:01:00-04:00,23870,408
PA,2020-08-19 00:00:00-04:00,126149,7523
PR,2020-08-19 00:00:00-04:00,27934,356
RI,2020-08-19 12:00:00-04:00,20795,1027
SC,2020-08-18 23:59:00-04:00,108411,2360
SD,2020-08-18 14:00:00-04:00,10566,155
TN,2020-08-19 15:00:00-04:00,137800,1452
TX,2020-08-19 17:40:00-04:00,557256,10559
UT,2020-08-19 10:38:00-04:00,47521,377
VA,2020-08-18 17:00:00-04:00,109019,2410
VI,2020-08-19 06:18:00-04:00,828,9
VT,2020-08-19 00:00:00-04:00,1533,58
WA,2020-08-18 02:59:00-04:00,68264,1809
WI,2020-08-19 00:00:00-04:00,72134,1067
WV,2020-08-19 10:00:00-04:00,8801,166
WY,2020-08-19 18:11:00-04:00,3430,34
