Area,Date,Confirmed,Deaths
AK,2021-02-12 03:59:00-05:00,54282,282
AL,2021-02-14 11:00:00-05:00,480931,9242
AR,2021-02-14 00:00:00-05:00,313028,5265
AS,2020-12-01 00:00:00-05:00,0,0
AZ,2021-02-14 00:00:00-05:00,797270,14978
CA,2021-02-14 02:59:00-05:00,3399878,46843
CO,2021-02-14 01:59:00-05:00,413836,5824
CT,2021-02-11 23:59:00-05:00,267337,7381
DC,2021-02-13 00:00:00-05:00,38918,979
DE,2021-02-13 18:00:00-05:00,83003,1283
FL,2021-02-13 23:59:00-05:00,1794155,29275
GA,2021-02-14 14:50:00-05:00,964737,15871
GU,2021-02-14 06:00:00-05:00,7695,130
HI,2021-02-12 14:30:00-05:00,27573,426
IA,2021-02-14 00:00:00-05:00,274741,5236
ID,2021-02-13 19:00:00-05:00,167483,1803
IL,2021-02-14 00:00:00-05:00,1162154,22121
IN,2021-02-13 23:59:00-05:00,648875,12173
KS,2021-02-12 10:00:00-05:00,286102,4364
KY,2021-02-14 00:00:00-05:00,388798,4282
LA,2021-02-14 13:00:00-05:00,419891,9292
MA,2021-02-13 23:59:00-05:00,557777,15484
MD,2021-02-14 10:00:00-05:00,370983,7554
ME,2021-02-13 23:59:00-05:00,42529,649
MI,2021-02-13 00:00:00-05:00,628956,16119
MN,2021-02-13 17:00:00-05:00,473567,6376
MO,2021-02-14 00:59:00-05:00,471241,7455
MP,2021-02-12 00:00:00-05:00,134,2
MS,2021-02-13 00:00:00-05:00,287436,6462
MT,2021-02-14 01:59:00-05:00,97401,1327
NC,2021-02-14 11:20:00-05:00,821894,10491
ND,2021-02-14 01:59:00-05:00,98597,1461
NE,2021-02-14 10:45:00-05:00,197236,2002
NH,2021-02-14 09:00:00-05:00,70785,1133
NJ,2021-02-14 00:00:00-05:00,745987,22454
NM,2021-02-14 17:49:00-05:00,180571,3529
NV,2021-02-13 00:00:00-05:00,288348,4709
NY,2021-02-13 14:00:00-05:00,1529769,37118
OH,2021-02-14 14:00:00-05:00,939350,16346
OR,2021-02-13 03:01:00-05:00,150034,2137
PA,2021-02-14 12:00:00-05:00,894915,23096
PR,2021-02-14 00:00:00-05:00,97609,1919
RI,2021-02-15 16:31:00-05:00,121584,2332
SC,2021-02-12 23:59:00-05:00,487293,7998
SD,2021-02-13 14:00:00-05:00,110315,1844
TN,2021-02-14 15:00:00-05:00,757418,10933
TX,2021-02-14 14:10:00-05:00,2560060,40527
UT,2021-02-14 10:32:00-05:00,361294,1794
VA,2021-02-13 17:00:00-05:00,549999,7012
VI,2021-02-12 09:41:00-05:00,2524,25
VT,2021-02-13 23:59:00-05:00,13677,189
WA,2021-02-13 02:59:00-05:00,328047,4675
WI,2021-02-14 00:00:00-05:00,607213,6745
WV,2021-02-13 23:59:00-05:00,127588,2210
WY,2021-02-14 00:00:00-05:00,53136,647
