Area,Date,Confirmed,Deaths
AK,2021-01-22 03:59:00-05:00,51204,254
AL,2021-01-22 11:00:00-05:00,436087,6486
AR,2021-01-22 00:00:00-05:00,281382,4549
AS,2020-12-01 00:00:00-05:00,0,0
AZ,2021-01-22 00:00:00-05:00,708041,12001
CA,2021-01-22 02:59:00-05:00,3062068,35768
CO,2021-01-22 01:59:00-05:00,383008,5462
CT,2021-01-21 20:30:00-05:00,237815,6819
DC,2021-01-21 00:00:00-05:00,34905,867
DE,2021-01-21 18:00:00-05:00,73233,1027
FL,2021-01-21 23:59:00-05:00,1597849,25405
GA,2021-01-22 14:50:00-05:00,707750,13060
GU,2021-01-22 06:00:00-05:00,7547,128
HI,2021-01-20 14:30:00-05:00,25498,332
IA,2021-01-22 00:00:00-05:00,261193,4478
ID,2021-01-21 19:00:00-05:00,158200,1654
IL,2021-01-22 00:00:00-05:00,1093375,20534
IN,2021-01-21 23:59:00-05:00,605426,9642
KS,2021-01-22 10:00:00-05:00,266653,3598
KY,2021-01-22 00:00:00-05:00,340779,3337
LA,2021-01-22 13:00:00-05:00,380255,8483
MA,2021-01-21 23:59:00-05:00,491452,13987
MD,2021-01-22 10:00:00-05:00,336915,6792
ME,2021-01-21 23:59:00-05:00,36274,540
MI,2021-01-22 00:00:00-05:00,594920,14951
MN,2021-01-21 17:00:00-05:00,452268,6032
MO,2021-01-22 00:59:00-05:00,445621,6527
MP,2021-01-21 00:00:00-05:00,129,2
MS,2021-01-21 00:00:00-05:00,261167,5713
MT,2021-01-22 01:59:00-05:00,91049,1104
NC,2021-01-22 11:15:00-05:00,705535,8464
ND,2021-01-22 01:59:00-05:00,96567,1428
NE,2021-01-21 22:15:00-05:00,185346,1868
NH,2021-01-22 09:00:00-05:00,60951,971
NJ,2021-01-22 00:00:00-05:00,650389,20875
NM,2021-01-22 18:00:00-05:00,167731,3077
NV,2021-01-21 00:00:00-05:00,268212,3958
NY,2021-01-21 14:00:00-05:00,1300481,33763
OH,2021-01-22 14:00:00-05:00,853982,10599
OR,2021-01-21 03:01:00-05:00,135973,1843
PA,2021-01-22 12:00:00-05:00,794172,20321
PR,2021-01-22 00:00:00-05:00,89282,1761
RI,2021-01-22 13:00:00-05:00,109735,2083
SC,2021-01-20 23:59:00-05:00,409188,6404
SD,2021-01-21 14:00:00-05:00,106716,1684
TN,2021-01-22 15:00:00-05:00,701847,8777
TX,2021-01-22 17:10:00-05:00,2211289,33707
UT,2021-01-22 09:02:00-05:00,333118,1571
VA,2021-01-21 17:00:00-05:00,463751,6002
VI,2021-01-22 09:25:00-05:00,2321,24
VT,2021-01-21 23:59:00-05:00,10759,169
WA,2021-01-21 02:59:00-05:00,296087,4065
WI,2021-01-22 00:00:00-05:00,577991,6135
WV,2021-01-21 23:59:00-05:00,113615,1856
WY,2021-01-22 00:00:00-05:00,50583,571
