Area,Date,Confirmed,Deaths
AK,2020-04-13 00:00:00-04:00,277,8
AL,2020-04-13 00:00:00-04:00,3734,99
AR,2020-04-13 13:33:00-04:00,1410,30
AZ,2020-04-13 00:00:00-04:00,3702,122
CA,2020-04-11 00:00:00-04:00,22348,687
CO,2020-04-12 00:00:00-04:00,7684,304
CT,2020-04-13 16:00:00-04:00,13381,602
DC,2020-04-13 00:00:00-04:00,1955,53
DE,2020-04-12 17:00:00-04:00,1625,35
FL,2020-04-13 10:31:00-04:00,20601,483
GA,2020-04-13 11:56:00-04:00,13315,464
HI,2020-04-12 18:00:00-04:00,499,9
IA,2020-04-12 00:00:00-04:00,1710,43
ID,2020-04-12 19:00:00-04:00,1426,27
IL,2020-04-13 00:00:00-04:00,22025,794
IN,2020-04-12 23:59:00-04:00,8236,350
KS,2020-04-13 11:30:00-04:00,1376,62
KY,2020-04-12 17:00:00-04:00,1963,97
LA,2020-04-13 13:00:00-04:00,21016,884
MA,2020-04-13 10:00:00-04:00,26867,844
MD,2020-04-13 10:00:00-04:00,8936,262
ME,2020-04-13 11:45:00-04:00,698,19
MI,2020-04-13 11:00:00-04:00,25635,1602
MN,2020-04-12 17:00:00-04:00,1650,70
MO,2020-04-12 15:00:00-04:00,4388,114
MS,2020-04-13 16:00:00-04:00,2942,98
MT,2020-04-13 13:11:00-04:00,394,7
NC,2020-04-13 11:00:00-04:00,4816,86
ND,2020-04-13 13:00:00-04:00,331,8
NE,2020-04-12 20:20:00-04:00,814,17
NH,2020-04-12 09:00:00-04:00,985,23
NJ,2020-04-13 14:00:00-04:00,64584,2443
NM,2020-04-12 00:00:00-04:00,1245,26
NV,2020-04-13 10:00:00-04:00,2971,114
NY,2020-04-13 00:00:00-04:00,195031,10056
OH,2020-04-13 14:00:00-04:00,6975,274
OK,2020-04-13 08:00:00-04:00,2069,99
OR,2020-04-13 11:00:00-04:00,1584,53
PA,2020-04-13 12:00:00-04:00,24199,524
RI,2020-04-12 00:00:00-04:00,2976,73
SC,2020-04-12 15:30:00-04:00,3319,82
SD,2020-04-12 18:00:00-04:00,868,6
TN,2020-04-13 15:00:00-04:00,5610,109
TX,2020-04-13 12:45:00-04:00,13906,287
UT,2020-04-13 15:00:00-04:00,2363,18
VA,2020-04-12 17:00:00-04:00,5747,149
VT,2020-04-13 09:05:00-04:00,748,28
WA,2020-04-12 20:30:00-04:00,10411,508
WI,2020-04-12 09:46:00-04:00,3428,154
WV,2020-04-13 10:00:00-04:00,626,9
WY,2020-04-13 15:00:00-04:00,275,1
PR,2020-04-13 06:00:00-04:00,903,45
AS,2020-03-31 19:16:00-04:00,0,0
GU,2020-04-13 08:00:00-04:00,135,5
MP,2020-04-12 00:00:00-04:00,11,2
VI,2020-04-12 21:30:00-04:00,51,1
