Area,Date,Confirmed,Deaths
AK,2020-11-12 03:59:00-05:00,21812,96
AL,2020-11-13 11:00:00-05:00,213617,3231
AR,2020-11-13 00:00:00-05:00,130318,2148
AS,2020-11-01 00:00:00-04:00,0,0
AZ,2020-11-13 00:00:00-05:00,269577,6257
CA,2020-11-13 02:59:00-05:00,998502,18137
CO,2020-11-12 01:59:00-05:00,147599,2234
CT,2020-11-12 20:30:00-05:00,88645,4737
DC,2020-11-12 00:00:00-05:00,18666,657
DE,2020-11-12 18:00:00-05:00,28016,734
FL,2020-11-12 23:59:00-05:00,858585,17659
GA,2020-11-13 14:50:00-05:00,382505,8905
GU,2020-11-13 08:00:00-05:00,5924,93
HI,2020-11-12 21:00:00-05:00,16534,222
IA,2020-11-13 00:00:00-05:00,159635,1948
ID,2020-11-12 19:00:00-05:00,78279,749
IL,2020-11-13 00:00:00-05:00,551957,10891
IN,2020-11-12 11:59:00-05:00,236565,4863
KS,2020-11-13 10:00:00-05:00,115507,1256
KY,2020-11-13 00:00:00-05:00,132844,1647
LA,2020-11-13 13:00:00-05:00,201981,6121
MA,2020-11-13 08:00:00-05:00,183095,10265
MD,2020-11-13 10:00:00-05:00,161769,4273
ME,2020-11-12 23:59:00-05:00,8639,162
MI,2020-11-13 00:00:00-05:00,268362,8308
MN,2020-11-12 17:00:00-05:00,207339,2839
MO,2020-11-13 00:59:00-05:00,229376,3359
MP,2020-11-13 00:00:00-05:00,100,2
MS,2020-11-12 00:00:00-05:00,131970,3519
MT,2020-11-13 01:59:00-05:00,44244,477
NC,2020-11-13 12:45:00-05:00,305233,4720
ND,2020-11-13 01:59:00-05:00,60602,570
NE,2020-11-12 22:00:00-05:00,92553,756
NH,2020-11-12 09:00:00-05:00,13470,495
NJ,2020-11-13 00:00:00-05:00,270383,16522
NM,2020-11-12 17:51:00-05:00,60776,1176
NV,2020-11-13 00:00:00-05:00,116737,1893
NY,2020-11-12 23:59:00-05:00,551163,26079
OH,2020-11-13 14:00:00-05:00,282528,5700
OK,2020-11-13 00:00:00-05:00,147358,1493
OR,2020-11-13 03:01:00-05:00,54937,753
PA,2020-11-13 12:00:00-05:00,254387,9224
PR,2020-11-13 00:00:00-05:00,41119,914
RI,2020-11-13 13:00:00-05:00,41529,1254
SC,2020-11-12 23:59:00-05:00,192101,4101
SD,2020-11-12 14:00:00-05:00,62327,568
TN,2020-11-13 15:00:00-05:00,300458,3852
TX,2020-11-13 16:50:00-05:00,1004983,19320
UT,2020-11-13 13:34:00-05:00,145789,701
VA,2020-11-12 17:00:00-05:00,199262,3785
VI,2020-11-10 09:23:00-05:00,1410,23
VT,2020-11-13 11:03:00-05:00,2743,59
WA,2020-11-12 02:59:00-05:00,123356,2507
WI,2020-11-13 00:00:00-05:00,318023,2683
WV,2020-11-12 23:59:00-05:00,31639,565
WY,2020-11-13 17:01:00-05:00,21341,127
