Area,Date,Confirmed,Deaths
AK,2020-10-28 03:59:00-04:00,15155,71
AL,2020-10-28 11:00:00-04:00,187706,2911
AR,2020-10-28 00:00:00-04:00,108640,1875
AS,2020-10-01 00:00:00-04:00,0,0
AZ,2020-10-28 00:00:00-04:00,241165,5905
CA,2020-10-28 02:59:00-04:00,908713,17475
CO,2020-10-27 01:59:00-04:00,98733,2082
CT,2020-10-27 20:30:00-04:00,69127,4604
DC,2020-10-27 00:00:00-04:00,16973,644
DE,2020-10-27 18:00:00-04:00,24392,688
FL,2020-10-27 23:59:00-04:00,780220,16775
GA,2020-10-28 14:50:00-04:00,355025,7876
GU,2020-10-28 05:15:00-04:00,4466,77
HI,2020-10-27 18:00:00-04:00,14978,215
IA,2020-10-28 00:00:00-04:00,113042,1682
ID,2020-10-27 19:00:00-04:00,60923,585
IL,2020-10-28 00:00:00-04:00,393808,9889
IN,2020-10-27 23:59:00-04:00,169112,4227
KS,2020-10-28 10:00:00-04:00,82045,1007
KY,2020-10-28 00:00:00-04:00,101494,1442
LA,2020-10-28 13:00:00-04:00,185822,5890
MA,2020-10-28 08:00:00-04:00,154218,9924
MD,2020-10-28 10:00:00-04:00,142425,4115
ME,2020-10-27 23:59:00-04:00,6387,146
MI,2020-10-28 00:00:00-04:00,185934,7606
MN,2020-10-27 17:00:00-04:00,139444,2387
MO,2020-10-28 00:59:00-04:00,174632,2870
MP,2020-10-27 00:00:00-04:00,92,2
MS,2020-10-27 00:00:00-04:00,117617,3302
MT,2020-10-28 01:59:00-04:00,29966,325
NC,2020-10-28 11:00:00-04:00,266136,4245
ND,2020-10-28 01:59:00-04:00,39907,378
NE,2020-10-28 00:30:00-04:00,65376,620
NH,2020-10-28 09:00:00-04:00,10641,478
NJ,2020-10-27 00:00:00-04:00,232997,16324
NM,2020-10-27 17:50:00-04:00,43169,980
NV,2020-10-28 00:00:00-04:00,97479,1766
NY,2020-10-27 23:59:00-04:00,500677,25773
OH,2020-10-28 14:00:00-04:00,205347,5256
OK,2020-10-28 00:00:00-04:00,119152,1286
OR,2020-10-28 03:01:00-04:00,43228,671
PA,2020-10-28 12:00:00-04:00,200674,8718
PR,2020-10-28 00:00:00-04:00,63587,813
RI,2020-10-28 12:00:00-04:00,31944,1192
SC,2020-10-27 23:59:00-04:00,173491,3876
SD,2020-10-27 14:00:00-04:00,42000,384
TN,2020-10-28 15:00:00-04:00,254220,3241
TX,2020-10-28 17:05:00-04:00,879994,17700
UT,2020-10-28 10:55:00-04:00,108803,588
VA,2020-10-27 17:00:00-04:00,176754,3616
VI,2020-10-28 04:02:00-04:00,1353,21
VT,2020-10-27 23:59:00-04:00,2120,58
WA,2020-10-27 02:59:00-04:00,104027,2337
WI,2020-10-28 00:00:00-04:00,221559,1943
WV,2020-10-27 23:59:00-04:00,23064,436
WY,2020-10-28 16:44:00-04:00,12146,77
