Area,Date,Confirmed,Deaths
AK,2020-11-25 03:59:00-05:00,28892,119
AL,2020-11-26 11:00:00-05:00,241957,3572
AR,2020-11-26 00:00:00-05:00,152625,2436
AS,2020-11-17 00:00:00-05:00,0,0
AZ,2020-11-26 00:00:00-05:00,314326,6568
CA,2020-11-26 02:59:00-05:00,1158689,18979
CO,2020-11-26 01:59:00-05:00,216683,2521
CT,2020-11-24 20:30:00-05:00,109152,4926
DC,2020-11-25 00:00:00-05:00,20736,677
DE,2020-11-25 18:00:00-05:00,33579,761
FL,2020-11-24 23:59:00-05:00,946956,18482
GA,2020-11-26 14:50:00-05:00,413909,9336
GU,2020-11-26 04:15:00-05:00,6748,111
HI,2020-11-25 05:59:00-05:00,17881,237
IA,2020-11-26 00:00:00-05:00,197086,2312
ID,2020-11-25 19:00:00-05:00,96503,895
IL,2020-11-26 00:00:00-05:00,697489,12596
IN,2020-11-25 23:59:00-05:00,318894,5561
KS,2020-11-25 10:00:00-05:00,147797,1503
KY,2020-11-25 00:00:00-05:00,166139,1835
LA,2020-11-25 13:00:00-05:00,225638,6350
MA,2020-11-25 08:00:00-05:00,214594,10604
MD,2020-11-26 10:00:00-05:00,190480,4547
ME,2020-11-25 23:59:00-05:00,11265,190
MI,2020-11-25 00:00:00-05:00,352433,9170
MN,2020-11-24 17:00:00-05:00,289303,3375
MO,2020-11-26 00:59:00-05:00,287263,3808
MP,2020-11-25 00:00:00-05:00,104,2
MS,2020-11-25 00:00:00-05:00,147382,3763
MT,2020-11-26 01:59:00-05:00,59682,658
NC,2020-11-25 11:40:00-05:00,346506,5138
ND,2020-11-26 01:59:00-05:00,76442,680
NE,2020-11-26 01:45:00-05:00,120076,978
NH,2020-11-25 09:00:00-05:00,18776,514
NJ,2020-11-26 00:00:00-05:00,322378,16925
NM,2020-11-25 17:50:00-05:00,89796,1469
NV,2020-11-26 00:00:00-05:00,144781,2093
NY,2020-11-25 23:59:00-05:00,620199,26549
OH,2020-11-25 14:00:00-05:00,382743,6274
OK,2020-11-25 00:00:00-05:00,184342,1680
OR,2020-11-26 03:01:00-05:00,70006,882
PA,2020-11-26 12:00:00-05:00,336254,10213
PR,2020-11-26 00:00:00-05:00,49226,1069
RI,2020-11-25 13:00:00-05:00,52317,1335
SC,2020-11-24 23:59:00-05:00,210905,4317
SD,2020-11-24 14:00:00-05:00,76142,849
TN,2020-11-26 15:00:00-05:00,352376,4519
TX,2020-11-26 15:15:00-05:00,1143616,21156
UT,2020-11-25 11:10:00-05:00,183902,834
VA,2020-11-25 17:00:00-05:00,228900,4029
VI,2020-11-24 21:58:00-05:00,1521,23
VT,2020-11-24 23:59:00-05:00,3827,64
WA,2020-11-25 02:59:00-05:00,153906,2704
WI,2020-11-26 00:00:00-05:00,398104,3415
WV,2020-11-25 23:59:00-05:00,44180,712
WY,2020-11-25 00:00:00-05:00,30761,215
