Area,Date,Confirmed,Deaths
AK,2020-05-17 00:00:00-04:00,396,10
AL,2020-05-16 00:00:00-04:00,11771,488
AR,2020-05-17 00:00:00-04:00,4759,98
AZ,2020-05-17 00:00:00-04:00,13937,680
CA,2020-05-17 00:00:00-04:00,78839,3261
CO,2020-05-17 00:00:00-04:00,21633,1192
CT,2020-05-16 20:30:00-04:00,37419,3408
DC,2020-05-16 00:00:00-04:00,7123,383
DE,2020-05-17 11:57:00-04:00,7670,290
FL,2020-05-17 10:08:00-04:00,45588,2049
GA,2020-05-17 13:00:00-04:00,37701,1606
HI,2020-05-16 18:00:00-04:00,639,17
IA,2020-05-16 13:00:00-04:00,14651,351
ID,2020-05-16 19:00:00-04:00,2419,73
IL,2020-05-17 00:00:00-04:00,94191,4177
IN,2020-05-16 23:59:00-04:00,27778,1751
KS,2020-05-15 10:00:00-04:00,7886,172
KY,2020-05-16 17:19:00-04:00,7688,334
LA,2020-05-17 13:00:00-04:00,34432,2491
MA,2020-05-17 10:00:00-04:00,86010,5797
MD,2020-05-17 10:00:00-04:00,38804,1992
ME,2020-05-17 11:30:00-04:00,1687,70
MI,2020-05-16 11:00:00-04:00,51142,4891
MN,2020-05-16 17:00:00-04:00,15668,731
MO,2020-05-17 15:00:00-04:00,10789,594
MS,2020-05-16 19:00:00-04:00,11296,521
MT,2020-05-17 00:00:00-04:00,468,16
NC,2020-05-17 11:00:00-04:00,18512,659
ND,2020-05-17 13:00:00-04:00,1900,43
NE,2020-05-16 18:15:00-04:00,10220,123
NH,2020-05-16 09:00:00-04:00,3556,171
NJ,2020-05-17 13:00:00-04:00,146334,10356
NM,2020-05-16 18:05:00-04:00,5857,259
NV,2020-05-17 11:00:00-04:00,6857,349
NY,2020-05-17 00:00:00-04:00,350121,22619
OH,2020-05-17 14:00:00-04:00,27923,1625
OK,2020-05-17 00:00:00-04:00,5310,288
OR,2020-05-17 11:00:00-04:00,3623,137
PA,2020-05-17 00:00:00-04:00,62234,4418
RI,2020-05-17 12:00:00-04:00,12674,499
SC,2020-05-16 17:25:00-04:00,8661,380
SD,2020-05-16 18:00:00-04:00,3987,44
TN,2020-05-17 15:00:00-04:00,17388,298
TX,2020-05-17 16:15:00-04:00,47784,1336
UT,2020-05-17 12:04:00-04:00,7238,80
VA,2020-05-16 17:00:00-04:00,30388,1009
VT,2020-05-17 00:00:00-04:00,940,54
WA,2020-05-16 02:59:00-04:00,18288,1000
WI,2020-05-17 00:00:00-04:00,12543,453
WV,2020-05-17 17:00:00-04:00,1490,67
WY,2020-05-16 15:07:00-04:00,754,8
PR,2020-05-17 05:51:00-04:00,2646,123
AS,2020-05-10 00:00:00-04:00,0,0
GU,2020-05-16 04:30:00-04:00,154,5
MP,2020-05-16 00:00:00-04:00,21,2
VI,2020-05-16 18:35:00-04:00,69,6
