Area,Date,Confirmed,Deaths
AK,2020-12-08 03:59:00-05:00,36758,146
AL,2020-12-08 11:00:00-05:00,276665,3942
AR,2020-12-08 00:00:00-05:00,174325,2752
AS,2020-12-01 00:00:00-05:00,0,0
AZ,2020-12-08 00:00:00-05:00,378157,6973
CA,2020-12-08 02:59:00-05:00,1389707,20047
CO,2020-12-08 01:59:00-05:00,268589,2784
CT,2020-12-07 20:30:00-05:00,138258,5242
DC,2020-12-07 00:00:00-05:00,23589,701
DE,2020-12-07 18:00:00-05:00,41464,803
FL,2020-12-07 23:59:00-05:00,1056065,19627
GA,2020-12-08 14:50:00-05:00,452369,9873
GU,2020-12-08 05:30:00-05:00,7026,113
HI,2020-12-07 05:59:00-05:00,18976,262
IA,2020-12-08 00:00:00-05:00,214897,2919
ID,2020-12-07 19:00:00-05:00,111893,1055
IL,2020-12-08 00:00:00-05:00,804174,14384
IN,2020-12-07 23:59:00-05:00,392663,6410
KS,2020-12-07 10:00:00-05:00,174025,1856
KY,2020-12-08 00:00:00-05:00,205668,2102
LA,2020-12-08 13:00:00-05:00,254562,6652
MA,2020-12-07 23:59:00-05:00,263447,11076
MD,2020-12-08 10:00:00-05:00,219961,4916
ME,2020-12-07 23:59:00-05:00,14049,239
MI,2020-12-08 00:00:00-05:00,443076,10625
MN,2020-12-07 17:00:00-05:00,359203,4027
MO,2020-12-08 00:59:00-05:00,328206,4355
MP,2020-12-07 00:00:00-05:00,111,2
MS,2020-12-07 00:00:00-05:00,167926,4017
MT,2020-12-08 01:59:00-05:00,69346,763
NC,2020-12-08 11:30:00-05:00,404032,5605
ND,2020-12-08 01:59:00-05:00,83342,1028
NE,2020-12-06 23:45:00-05:00,141127,1236
NH,2020-12-08 09:00:00-05:00,26623,566
NJ,2020-12-08 00:00:00-05:00,377055,17426
NM,2020-12-07 18:36:00-05:00,109947,1756
NV,2020-12-08 00:00:00-05:00,173281,2359
NY,2020-12-07 14:00:00-05:00,722464,27307
OH,2020-12-08 14:00:00-05:00,510018,7103
OK,2020-12-08 00:00:00-05:00,220686,1922
OR,2020-12-08 03:01:00-05:00,87082,1080
PA,2020-12-08 13:00:00-05:00,436614,11542
PR,2020-12-08 00:00:00-05:00,58316,1206
RI,2020-12-08 13:00:00-05:00,67067,1470
SC,2020-12-06 23:59:00-05:00,236954,4585
SD,2020-12-07 14:00:00-05:00,87038,1111
TN,2020-12-08 15:00:00-05:00,414749,5109
TX,2020-12-08 18:50:00-05:00,1272504,22808
UT,2020-12-08 11:23:00-05:00,219971,972
VA,2020-12-07 17:00:00-05:00,262730,4260
VI,2020-12-08 07:40:00-05:00,1680,23
VT,2020-12-07 23:59:00-05:00,5180,85
WA,2020-12-07 02:59:00-05:00,184404,2941
WI,2020-12-08 00:00:00-05:00,448009,4054
WV,2020-12-07 23:59:00-05:00,57060,870
WY,2020-12-08 00:00:00-05:00,37475,280
