Area,Date,Confirmed,Deaths
AK,2020-06-01 00:00:00-04:00,467,10
AL,2020-06-01 00:00:00-04:00,18363,646
AR,2020-06-01 00:00:00-04:00,7443,133
AS,2020-05-29 00:00:00-04:00,0,0
AZ,2020-06-01 00:00:00-04:00,20123,917
CA,2020-06-01 00:00:00-04:00,113006,4251
CO,2020-06-01 00:00:00-04:00,26378,1445
CT,2020-05-31 20:30:00-04:00,42740,3964
DC,2020-06-01 00:00:00-04:00,8857,468
DE,2020-05-31 18:00:00-04:00,9605,368
FL,2020-06-01 09:54:00-04:00,56830,2543
GA,2020-06-01 13:00:00-04:00,47618,2074
GU,2020-06-01 06:35:00-04:00,175,5
HI,2020-05-31 18:00:00-04:00,652,17
IA,2020-06-01 00:00:00-04:00,19697,551
ID,2020-05-30 19:00:00-04:00,2839,82
IL,2020-06-01 00:59:00-04:00,121234,5412
IN,2020-05-31 23:59:00-04:00,34830,2142
KS,2020-06-01 10:00:00-04:00,10011,217
KY,2020-06-01 17:00:00-04:00,10046,439
LA,2020-06-01 13:00:00-04:00,40341,2801
MA,2020-05-31 10:00:00-04:00,96965,6846
MD,2020-06-01 10:00:00-04:00,53327,2552
ME,2020-05-31 23:59:00-04:00,2349,89
MI,2020-06-01 11:00:00-04:00,57532,5516
MN,2020-05-31 17:00:00-04:00,25208,1060
MO,2020-06-01 15:00:00-04:00,13327,773
MP,2020-06-01 00:00:00-04:00,22,2
MS,2020-05-31 19:00:00-04:00,15752,739
MT,2020-06-01 00:00:00-04:00,519,17
NC,2020-06-01 10:50:00-04:00,29263,898
ND,2020-06-01 13:00:00-04:00,2625,61
NE,2020-05-31 19:45:00-04:00,14101,170
NH,2020-05-31 09:00:00-04:00,4651,245
NJ,2020-06-01 13:00:00-04:00,160918,11721
NM,2020-05-31 19:30:00-04:00,7689,356
NV,2020-06-01 11:00:00-04:00,8688,421
NY,2020-06-01 00:00:00-04:00,371711,23959
OH,2020-06-01 14:00:00-04:00,35984,2206
OK,2020-06-01 00:00:00-04:00,6573,334
OR,2020-06-01 03:01:00-04:00,4302,154
PA,2020-06-01 00:00:00-04:00,72898,5567
PR,2020-06-01 02:51:00-04:00,3873,136
RI,2020-06-01 12:00:00-04:00,14991,720
SC,2020-06-01 15:10:00-04:00,12148,500
SD,2020-06-01 11:30:00-04:00,5034,62
TN,2020-06-01 15:00:00-04:00,23554,367
TX,2020-06-01 17:00:00-04:00,64880,1678
UT,2020-06-01 15:00:00-04:00,9999,113
VA,2020-05-31 17:00:00-04:00,45398,1392
VI,2020-06-01 08:00:00-04:00,70,6
VT,2020-06-01 00:00:00-04:00,983,55
WA,2020-05-31 02:59:00-04:00,21702,1118
WI,2020-06-01 00:00:00-04:00,18543,595
WV,2020-06-01 10:00:00-04:00,2017,75
WY,2020-05-31 00:00:00-04:00,910,17
