Area,Date,Confirmed,Deaths
AK,2020-05-14 00:00:00-04:00,388,10
AL,2020-05-15 00:00:00-04:00,11216,476
AR,2020-05-15 16:20:00-04:00,4463,98
AZ,2020-05-15 00:00:00-04:00,13169,651
CA,2020-05-14 00:00:00-04:00,74936,3108
CO,2020-05-14 00:00:00-04:00,20838,1091
CT,2020-05-14 20:30:00-04:00,36085,3285
DC,2020-05-14 00:00:00-04:00,6871,368
DE,2020-05-14 18:00:00-04:00,7373,271
FL,2020-05-14 12:33:00-04:00,43210,1991
GA,2020-05-15 13:00:00-04:00,36681,1557
HI,2020-05-14 18:00:00-04:00,637,17
IA,2020-05-14 00:00:00-04:00,14049,336
ID,2020-05-14 19:00:00-04:00,2351,72
IL,2020-05-15 00:00:00-04:00,90369,4058
IN,2020-05-14 23:59:00-04:00,26655,1691
KS,2020-05-15 10:00:00-04:00,7886,172
KY,2020-05-14 17:00:00-04:00,7225,328
LA,2020-05-15 13:00:00-04:00,33837,2448
MA,2020-05-14 10:00:00-04:00,83421,5592
MD,2020-05-15 10:00:00-04:00,36986,1911
ME,2020-05-15 12:00:00-04:00,1603,69
MI,2020-05-14 11:00:00-04:00,50079,4825
MN,2020-05-14 17:00:00-04:00,14240,692
MO,2020-05-15 15:00:00-04:00,10456,576
MS,2020-05-14 19:00:00-04:00,10801,493
MT,2020-05-15 00:00:00-04:00,466,16
NC,2020-05-15 11:00:00-04:00,17129,641
ND,2020-05-15 13:00:00-04:00,1761,42
NE,2020-05-14 15:45:00-04:00,9416,113
NH,2020-05-14 09:00:00-04:00,3464,159
NJ,2020-05-15 13:00:00-04:00,143905,10138
NM,2020-05-14 17:55:00-04:00,5503,242
NV,2020-05-15 12:00:00-04:00,6614,339
NY,2020-05-14 00:00:00-04:00,345813,22304
OH,2020-05-15 14:00:00-04:00,26954,1581
OK,2020-05-15 00:00:00-04:00,5086,285
OR,2020-05-15 11:00:00-04:00,3541,137
PA,2020-05-15 00:00:00-04:00,60622,4342
RI,2020-05-15 12:00:00-04:00,12219,479
SC,2020-05-15 16:00:00-04:00,8407,380
SD,2020-05-14 18:00:00-04:00,3887,44
TN,2020-05-15 15:00:00-04:00,16970,290
TX,2020-05-15 16:15:00-04:00,45198,1272
UT,2020-05-15 10:27:00-04:00,6913,77
VA,2020-05-14 17:00:00-04:00,28672,977
VT,2020-05-15 00:00:00-04:00,933,53
WA,2020-05-14 02:59:00-04:00,17773,983
WI,2020-05-15 00:00:00-04:00,11685,445
WV,2020-05-15 10:00:00-04:00,1441,62
WY,2020-05-14 00:00:00-04:00,715,7
PR,2020-05-15 05:51:00-04:00,2542,122
AS,2020-05-10 00:00:00-04:00,0,0
GU,2020-05-15 04:45:00-04:00,154,5
MP,2020-05-15 00:00:00-04:00,19,2
VI,2020-05-14 19:04:00-04:00,69,6
