Area,Date,Confirmed,Deaths
AK,2020-04-14 14:15:00-04:00,285,9
AL,2020-04-14 00:00:00-04:00,3953,114
AR,2020-04-14 14:46:00-04:00,1480,30
AZ,2020-04-14 00:00:00-04:00,3806,131
CA,2020-04-13 00:00:00-04:00,23338,758
CO,2020-04-14 00:00:00-04:00,7941,329
CT,2020-04-14 16:00:00-04:00,13989,671
DC,2020-04-14 00:00:00-04:00,2058,67
DE,2020-04-14 17:45:00-04:00,1926,43
FL,2020-04-14 16:59:00-04:00,21628,585
GA,2020-04-14 18:28:00-04:00,14578,524
HI,2020-04-14 18:00:00-04:00,517,9
IA,2020-04-14 00:00:00-04:00,1899,49
ID,2020-04-14 19:00:00-04:00,1464,39
IL,2020-04-14 00:00:00-04:00,23247,868
IN,2020-04-14 13:00:00-04:00,8527,388
KS,2020-04-14 12:00:00-04:00,1426,69
KY,2020-04-14 17:00:00-04:00,2210,115
LA,2020-04-13 13:00:00-04:00,21518,1013
MA,2020-04-14 10:00:00-04:00,28163,957
MD,2020-04-14 10:00:00-04:00,9472,302
ME,2020-04-14 11:45:00-04:00,734,20
MI,2020-04-14 11:00:00-04:00,27001,1768
MN,2020-04-13 17:00:00-04:00,1695,79
MO,2020-04-14 15:00:00-04:00,4686,133
MS,2020-04-13 19:00:00-04:00,3087,111
MT,2020-04-14 11:56:00-04:00,399,7
NC,2020-04-14 11:00:00-04:00,5024,108
ND,2020-04-14 13:00:00-04:00,341,9
NE,2020-04-14 19:45:00-04:00,901,20
NH,2020-04-14 09:00:00-04:00,1091,27
NJ,2020-04-14 13:00:00-04:00,68824,2805
NM,2020-04-14 20:56:00-04:00,1407,36
NV,2020-04-14 18:00:00-04:00,3088,130
NY,2020-04-14 00:00:00-04:00,202208,10834
OH,2020-04-14 14:00:00-04:00,7153,324
OK,2020-04-14 08:00:00-04:00,2184,108
OR,2020-04-14 11:00:00-04:00,1633,55
PA,2020-04-14 12:00:00-04:00,25345,584
RI,2020-04-14 00:00:00-04:00,3251,80
SC,2020-04-14 15:55:00-04:00,3553,97
SD,2020-04-13 18:00:00-04:00,988,6
TN,2020-04-14 15:00:00-04:00,5823,124
TX,2020-04-14 12:45:00-04:00,14624,318
UT,2020-04-14 15:00:00-04:00,2412,19
VA,2020-04-13 17:00:00-04:00,6171,154
VT,2020-04-13 23:59:00-04:00,752,29
WA,2020-04-14 02:59:00-04:00,10694,541
WI,2020-04-14 16:00:00-04:00,3555,170
WV,2020-04-14 17:00:00-04:00,694,9
WY,2020-04-14 16:05:00-04:00,282,1
PR,2020-04-14 07:00:00-04:00,923,45
AS,2020-04-06 00:00:00-04:00,0,0
GU,2020-04-14 08:15:00-04:00,135,5
MP,2020-04-14 00:00:00-04:00,13,2
VI,2020-04-14 17:30:00-04:00,51,1
