Area,Date,Confirmed,Deaths
AK,2020-08-04 00:00:00-04:00,4125,25
AL,2020-08-04 11:00:00-04:00,93702,1666
AR,2020-08-04 14:40:00-04:00,45381,490
AS,2020-07-23 00:00:00-04:00,0,0
AZ,2020-08-04 00:00:00-04:00,180505,3845
CA,2020-08-04 00:00:00-04:00,519427,9501
CO,2020-08-03 01:59:00-04:00,47968,1710
CT,2020-08-03 20:30:00-04:00,50110,4437
DC,2020-08-03 00:00:00-04:00,12398,587
DE,2020-08-03 18:00:00-04:00,15137,587
FL,2020-08-03 23:59:00-04:00,497330,7526
GA,2020-08-04 14:50:00-04:00,197948,3842
GU,2020-08-03 22:00:00-04:00,375,5
HI,2020-08-03 22:53:00-04:00,2448,26
IA,2020-08-04 00:00:00-04:00,46042,888
ID,2020-08-03 18:56:00-04:00,21675,200
IL,2020-08-04 00:00:00-04:00,185993,7742
IN,2020-08-03 23:59:00-04:00,69255,2996
KS,2020-08-03 10:00:00-04:00,28876,365
KY,2020-08-04 00:00:00-04:00,32197,751
LA,2020-08-04 13:00:00-04:00,124461,4051
MA,2020-08-04 10:00:00-04:00,119203,8657
MD,2020-08-04 10:00:00-04:00,91854,3530
ME,2020-08-03 23:59:00-04:00,3975,123
MI,2020-08-04 00:00:00-04:00,93175,6471
MN,2020-08-03 17:00:00-04:00,57162,1660
MO,2020-08-04 00:00:00-04:00,54080,1266
MP,2020-08-03 03:26:00-04:00,46,2
MS,2020-08-03 19:00:00-04:00,62199,1753
MT,2020-08-04 00:00:00-04:00,4314,64
NC,2020-08-04 12:30:00-04:00,128161,2010
ND,2020-08-04 00:00:00-04:00,6933,96
NE,2020-08-03 20:35:00-04:00,26956,332
NH,2020-08-03 09:00:00-04:00,6660,417
NJ,2020-08-04 00:00:00-04:00,182970,15857
NM,2020-08-03 17:50:00-04:00,21130,655
NV,2020-08-04 02:59:00-04:00,52179,862
NY,2020-08-03 23:59:00-04:00,417589,25175
OH,2020-08-04 14:00:00-04:00,95106,3570
OK,2020-08-04 00:00:00-04:00,39463,566
OR,2020-08-04 03:01:00-04:00,19699,333
PA,2020-08-04 00:00:00-04:00,115009,7232
PR,2020-08-04 06:30:00-04:00,19324,237
RI,2020-08-04 12:00:00-04:00,19390,1011
SC,2020-08-03 23:59:00-04:00,94190,1847
SD,2020-08-03 14:00:00-04:00,9079,136
TN,2020-08-04 15:00:00-04:00,112441,1117
TX,2020-08-04 16:45:00-04:00,451181,7261
UT,2020-08-04 10:30:00-04:00,41907,321
VA,2020-08-03 17:00:00-04:00,94251,2244
VI,2020-08-04 07:09:00-04:00,463,8
VT,2020-08-04 00:00:00-04:00,1431,57
WA,2020-08-03 02:59:00-04:00,58715,1600
WI,2020-08-04 00:00:00-04:00,60171,968
WV,2020-08-04 11:30:00-04:00,7051,124
WY,2020-08-04 17:26:00-04:00,2884,27
