Area,Date,Confirmed,Deaths
AK,2020-04-07 15:15:00-04:00,213,6
AL,2020-04-07 00:00:00-04:00,2197,64
AR,2020-04-07 14:41:00-04:00,946,16
AZ,2020-04-07 12:48:00-04:00,2575,73
CA,2020-04-07 18:00:00-04:00,15865,374
CO,2020-04-07 18:00:00-04:00,5429,179
CT,2020-04-07 22:00:00-04:00,7781,277
DC,2020-04-06 00:00:00-04:00,1211,22
DE,2020-04-07 16:30:00-04:00,928,16
FL,2020-04-07 16:36:00-04:00,14747,296
GA,2020-04-07 18:28:00-04:00,9156,348
HI,2020-04-07 18:00:00-04:00,410,5
IA,2020-04-07 00:00:00-04:00,1048,26
ID,2020-04-07 19:00:00-04:00,1210,15
IL,2020-04-07 00:00:00-04:00,13549,380
IN,2020-04-06 23:59:00-04:00,5507,173
KS,2020-04-07 12:00:00-04:00,900,27
KY,2020-04-07 17:00:00-04:00,1149,65
LA,2020-04-07 13:00:00-04:00,16284,582
MA,2020-04-07 12:30:00-04:00,15202,356
MD,2020-04-07 10:00:00-04:00,4371,103
ME,2020-04-07 11:45:00-04:00,519,12
MI,2020-04-07 11:00:00-04:00,18970,845
MN,2020-04-06 17:00:00-04:00,1069,34
MO,2020-04-07 15:00:00-04:00,3037,53
MS,2020-04-06 19:00:00-04:00,1915,59
MT,2020-04-07 13:28:00-04:00,319,6
NC,2020-04-07 10:15:00-04:00,3221,46
ND,2020-04-07 13:00:00-04:00,237,4
NE,2020-04-07 14:38:00-04:00,478,12
NH,2020-04-07 09:00:00-04:00,747,13
NJ,2020-04-07 13:00:00-04:00,44416,1232
NM,2020-04-07 00:00:00-04:00,794,13
NV,2020-04-07 22:00:00-04:00,2087,71
NY,2020-04-07 00:00:00-04:00,138863,5489
OH,2020-04-07 14:00:00-04:00,4782,167
OK,2020-04-07 08:00:00-04:00,1472,67
OR,2020-04-07 11:00:00-04:00,1181,33
PA,2020-04-07 13:00:00-04:00,14559,240
RI,2020-04-07 00:00:00-04:00,1229,30
SC,2020-04-07 16:02:00-04:00,2417,51
SD,2020-04-07 12:30:00-04:00,320,6
TN,2020-04-07 15:00:00-04:00,4138,72
TX,2020-04-06 21:00:00-04:00,8262,154
UT,2020-04-07 15:00:00-04:00,1738,13
VA,2020-04-06 17:00:00-04:00,3333,63
VT,2020-04-06 23:59:00-04:00,575,23
WA,2020-04-06 21:30:00-04:00,8384,372
WI,2020-04-07 16:00:00-04:00,2578,92
WV,2020-04-07 10:00:00-04:00,412,4
WY,2020-04-07 18:21:00-04:00,221,0
PR,2020-04-07 07:00:00-04:00,573,23
AS,2020-04-06 16:00:00-04:00,0,0
GU,2020-04-07 07:00:00-04:00,121,4
MP,2020-04-07 05:39:00-04:00,8,2
VI,2020-04-07 19:00:00-04:00,45,1
