Area,Date,Confirmed,Deaths
AK,2020-04-16 15:30:00-04:00,300,9
AL,2020-04-16 00:00:00-04:00,4345,133
AR,2020-04-16 14:45:00-04:00,1620,37
AZ,2020-04-16 00:00:00-04:00,4234,150
CA,2020-04-15 00:00:00-04:00,26182,890
CO,2020-04-15 18:00:00-04:00,8280,357
CT,2020-04-15 16:00:00-04:00,15884,971
DC,2020-04-15 00:00:00-04:00,2350,81
DE,2020-04-16 14:00:00-04:00,2075,52
FL,2020-04-16 09:32:00-04:00,22897,646
GA,2020-04-16 12:22:00-04:00,15669,587
HI,2020-04-15 18:00:00-04:00,530,9
IA,2020-04-15 12:00:00-04:00,2141,60
ID,2020-04-16 19:00:00-04:00,1587,41
IL,2020-04-16 00:00:00-04:00,25733,1072
IN,2020-04-15 23:59:00-04:00,9542,477
KS,2020-04-16 12:00:00-04:00,1588,80
KY,2020-04-15 17:00:00-04:00,2291,122
LA,2020-04-16 13:00:00-04:00,22532,1156
MA,2020-04-16 10:00:00-04:00,32181,1245
MD,2020-04-16 10:00:00-04:00,10784,392
ME,2020-04-16 11:45:00-04:00,796,27
MI,2020-04-16 11:00:00-04:00,29263,2093
MN,2020-04-15 17:00:00-04:00,1912,94
MO,2020-04-16 15:00:00-04:00,5111,152
MS,2020-04-15 19:00:00-04:00,3624,129
MT,2020-04-16 11:44:00-04:00,415,7
NC,2020-04-16 10:45:00-04:00,5465,131
ND,2020-04-16 13:00:00-04:00,393,9
NE,2020-04-15 19:40:00-04:00,952,21
NH,2020-04-15 09:00:00-04:00,1139,32
NJ,2020-04-16 13:00:00-04:00,75317,3518
NM,2020-04-15 17:29:00-04:00,1484,36
NV,2020-04-16 10:00:00-04:00,3321,137
NY,2020-04-16 00:00:00-04:00,222284,12192
OH,2020-04-16 14:00:00-04:00,8414,389
OK,2020-04-16 08:00:00-04:00,2357,131
OR,2020-04-16 11:00:00-04:00,1736,64
PA,2020-04-16 12:00:00-04:00,27735,707
RI,2020-04-16 12:00:00-04:00,3838,105
SC,2020-04-15 14:55:00-04:00,3656,107
SD,2020-04-15 18:00:00-04:00,1311,7
TN,2020-04-16 15:00:00-04:00,6262,141
TX,2020-04-16 13:00:00-04:00,16455,393
UT,2020-04-16 15:00:00-04:00,2683,21
VA,2020-04-16 00:00:00-04:00,6889,208
VT,2020-04-16 09:20:00-04:00,768,35
WA,2020-04-15 02:59:00-04:00,10783,567
WI,2020-04-16 00:00:00-04:00,3875,197
WV,2020-04-16 16:30:00-04:00,739,13
WY,2020-04-16 10:14:00-04:00,296,2
PR,2020-04-16 07:00:00-04:00,1043,56
AS,2020-04-06 00:00:00-04:00,0,0
GU,2020-04-16 07:45:00-04:00,135,5
MP,2020-04-15 00:00:00-04:00,13,2
VI,2020-04-16 08:30:00-04:00,51,1
