Area,Date,Confirmed,Deaths
AK,2020-12-14 03:59:00-05:00,40160,176
AL,2020-12-14 11:00:00-05:00,297895,4102
AR,2020-12-14 00:00:00-05:00,187507,2990
AS,2020-12-01 00:00:00-05:00,0,0
AZ,2020-12-14 00:00:00-05:00,420248,7358
CA,2020-12-14 02:59:00-05:00,1585044,21046
CO,2020-12-14 01:59:00-05:00,291104,3969
CT,2020-12-13 20:30:00-05:00,153992,5444
DC,2020-12-13 00:00:00-05:00,25038,716
DE,2020-12-13 18:00:00-05:00,46457,816
FL,2020-12-13 23:59:00-05:00,1115446,20271
GA,2020-12-14 14:50:00-05:00,479340,10104
GU,2020-12-14 05:30:00-05:00,7137,119
HI,2020-12-13 05:59:00-05:00,19788,274
IA,2020-12-14 00:00:00-05:00,222785,3273
ID,2020-12-13 19:00:00-05:00,121179,1175
IL,2020-12-14 00:00:00-05:00,856118,15455
IN,2020-12-13 23:59:00-05:00,430401,6840
KS,2020-12-14 10:00:00-05:00,190018,2109
KY,2020-12-14 00:00:00-05:00,224890,2224
LA,2020-12-14 13:00:00-05:00,269643,6845
MA,2020-12-13 23:59:00-05:00,294231,11388
MD,2020-12-14 10:00:00-05:00,236961,5142
ME,2020-12-13 23:59:00-05:00,16349,259
MI,2020-12-14 00:00:00-05:00,472780,11289
MN,2020-12-13 17:00:00-05:00,381841,4462
MO,2020-12-14 00:59:00-05:00,347603,4514
MP,2020-12-09 00:00:00-05:00,113,2
MS,2020-12-13 00:00:00-05:00,181095,4204
MT,2020-12-14 01:59:00-05:00,73303,818
NC,2020-12-14 11:30:00-05:00,441365,5855
ND,2020-12-14 01:59:00-05:00,88067,1163
NE,2020-12-13 00:00:00-05:00,148861,1373
NH,2020-12-14 09:00:00-05:00,31875,604
NJ,2020-12-14 00:00:00-05:00,405448,17775
NM,2020-12-14 17:51:00-05:00,121299,1978
NV,2020-12-14 00:00:00-05:00,189412,2548
NY,2020-12-13 14:00:00-05:00,784204,27870
OH,2020-12-14 14:00:00-05:00,570602,7551
OK,2020-12-14 00:00:00-05:00,239767,2072
OR,2020-12-14 03:01:00-05:00,95010,1161
PA,2020-12-14 12:00:00-05:00,499764,12620
PR,2020-12-14 00:00:00-05:00,62985,1282
RI,2020-12-14 13:00:00-05:00,74071,1555
SC,2020-12-12 23:59:00-05:00,254776,4751
SD,2020-12-13 14:00:00-05:00,91354,1259
TN,2020-12-14 15:00:00-05:00,464264,5541
TX,2020-12-14 18:55:00-05:00,1481612,23937
UT,2020-12-14 10:54:00-05:00,235872,1062
VA,2020-12-13 17:00:00-05:00,285149,4414
VI,2020-12-14 07:56:00-05:00,1807,23
VT,2020-12-13 23:59:00-05:00,5857,96
WA,2020-12-13 02:59:00-05:00,202063,2879
WI,2020-12-14 00:00:00-05:00,471285,4352
WV,2020-12-13 23:59:00-05:00,64394,978
WY,2020-12-14 00:00:00-05:00,39775,321
