Area,Date,Confirmed,Deaths
AK,2020-03-26 21:00:00-04:00,69,1
AL,2020-03-26 00:00:00-04:00,531,1
AR,2020-03-26 00:00:00-04:00,349,3
AZ,2020-03-26 00:00:00-04:00,577,8
CA,2020-03-25 17:00:00-04:00,3006,65
CO,2020-03-26 18:00:00-04:00,1430,24
CT,2020-03-26 16:00:00-04:00,1012,21
DC,2020-03-26 19:00:00-04:00,267,3
DE,2020-03-26 00:00:00-04:00,143,2
FL,2020-03-26 11:00:00-04:00,2359,29
GA,2020-03-26 19:00:00-04:00,1643,56
HI,2020-03-26 18:00:00-04:00,106,0
IA,2020-03-26 00:00:00-04:00,179,1
ID,2020-03-26 20:00:00-04:00,189,3
IL,2020-03-26 00:00:00-04:00,2538,26
IN,2020-03-25 12:59:00-04:00,645,17
KS,2020-03-26 12:00:00-04:00,168,3
KY,2020-03-26 17:00:00-04:00,248,5
LA,2020-03-26 15:00:00-04:00,2305,83
MA,2020-03-26 12:30:00-04:00,2417,25
MD,2020-03-26 10:00:00-04:00,580,4
ME,2020-03-26 11:00:00-04:00,155,0
MI,2020-03-26 11:00:00-04:00,2856,60
MN,2020-03-26 13:15:00-04:00,346,2
MO,2020-03-26 15:00:00-04:00,502,8
MS,2020-03-26 00:00:00-04:00,485,6
MT,2020-03-26 18:30:00-04:00,90,0
NC,2020-03-26 12:36:00-04:00,636,2
ND,2020-03-26 17:34:00-04:00,58,0
NE,2020-03-26 14:00:00-04:00,73,0
NH,2020-03-25 09:00:00-04:00,137,1
NJ,2020-03-25 14:00:00-04:00,6876,81
NM,2020-03-26 00:00:00-04:00,136,1
NV,2020-03-26 23:00:00-04:00,535,10
NY,2020-03-26 16:59:00-04:00,37258,385
OH,2020-03-26 14:00:00-04:00,867,15
OK,2020-03-26 08:00:00-04:00,248,7
OR,2020-03-26 16:31:00-04:00,316,11
PA,2020-03-26 12:00:00-04:00,1687,16
RI,2020-03-26 00:00:00-04:00,165,0
SC,2020-03-26 11:00:00-04:00,456,9
SD,2020-03-25 13:00:00-04:00,46,1
TN,2020-03-26 15:00:00-04:00,957,3
TX,2020-03-26 13:00:00-04:00,1396,18
UT,2020-03-26 15:00:00-04:00,402,1
VA,2020-03-26 00:00:00-04:00,460,13
VT,2020-03-26 13:00:00-04:00,158,9
WA,2020-03-26 18:45:00-04:00,3207,147
WI,2020-03-26 16:00:00-04:00,707,8
WV,2020-03-26 00:00:00-04:00,76,0
WY,2020-03-26 21:00:00-04:00,56,0
PR,2020-03-26 07:00:00-04:00,64,2
AS,2020-03-27 02:00:00-04:00,0,0
GU,2020-03-26 06:30:00-04:00,45,1
MP,2020-03-26 18:30:00-04:00,0,0
VI,2020-03-26 20:30:00-04:00,17,0
