Area,Date,Confirmed,Deaths
AK,2020-04-24 15:00:00-04:00,339,9
AL,2020-04-24 00:00:00-04:00,5832,197
AR,2020-04-24 10:47:00-04:00,2741,45
AZ,2020-04-24 00:00:00-04:00,6045,266
CA,2020-04-23 00:00:00-04:00,39254,1562
CO,2020-04-23 00:00:00-04:00,11262,552
CT,2020-04-24 16:00:00-04:00,23921,1764
DC,2020-04-23 00:00:00-04:00,3528,153
DE,2020-04-23 18:00:00-04:00,3442,100
FL,2020-04-24 09:41:00-04:00,30174,1031
GA,2020-04-24 11:28:00-04:00,22147,892
HI,2020-04-23 18:00:00-04:00,596,12
IA,2020-04-23 12:00:00-04:00,4445,107
ID,2020-04-23 19:00:00-04:00,1836,54
IL,2020-04-24 00:00:00-04:00,39658,1795
IN,2020-04-23 23:59:00-04:00,13680,741
KS,2020-04-24 10:00:00-04:00,2777,111
KY,2020-04-23 17:00:00-04:00,3481,191
LA,2020-04-24 13:00:00-04:00,26140,1601
MA,2020-04-22 16:00:00-04:00,46023,2360
MD,2020-04-24 10:00:00-04:00,16616,798
ME,2020-04-24 12:00:00-04:00,965,47
MI,2020-04-24 11:00:00-04:00,36641,3085
MN,2020-04-23 17:00:00-04:00,3185,221
MO,2020-04-24 00:00:00-04:00,6625,262
MS,2020-04-23 19:00:00-04:00,5434,209
MT,2020-04-24 00:00:00-04:00,444,14
NC,2020-04-24 11:00:00-04:00,8052,269
ND,2020-04-24 13:00:00-04:00,748,15
NE,2020-04-23 19:45:00-04:00,2124,47
NH,2020-04-23 09:00:00-04:00,1670,51
NJ,2020-04-24 13:00:00-04:00,102196,5617
NM,2020-04-24 10:28:00-04:00,2379,78
NV,2020-04-24 10:00:00-04:00,4398,197
NY,2020-04-24 00:00:00-04:00,271590,16162
OH,2020-04-24 14:00:00-04:00,14581,690
OK,2020-04-24 00:00:00-04:00,3121,188
OR,2020-04-24 11:00:00-04:00,2177,86
PA,2020-04-24 00:00:00-04:00,38652,1492
RI,2020-04-24 12:00:00-04:00,6699,202
SC,2020-04-22 23:59:00-04:00,4917,150
SD,2020-04-23 18:00:00-04:00,2040,10
TN,2020-04-23 15:00:00-04:00,8726,168
TX,2020-04-24 12:30:00-04:00,22806,593
UT,2020-04-24 15:00:00-04:00,3782,39
VA,2020-04-24 00:00:00-04:00,11169,410
VT,2020-04-24 09:46:00-04:00,827,44
WA,2020-04-23 02:59:00-04:00,12753,711
WI,2020-04-24 16:00:00-04:00,5356,262
WV,2020-04-24 10:00:00-04:00,988,32
WY,2020-04-23 17:26:00-04:00,349,7
PR,2020-04-24 06:30:00-04:00,1276,77
AS,2020-04-06 00:00:00-04:00,0,0
GU,2020-04-24 07:40:00-04:00,141,5
MP,2020-04-24 00:00:00-04:00,14,2
VI,2020-04-23 00:00:00-04:00,54,3
