Area,Date,Confirmed,Deaths
AK,2021-02-08 03:59:00-05:00,53694,279
AL,2021-02-08 11:00:00-05:00,473348,8523
AR,2021-02-08 00:00:00-05:00,307373,5106
AS,2020-12-01 00:00:00-05:00,0,0
AZ,2021-02-08 00:00:00-05:00,782887,14055
CA,2021-02-08 02:59:00-05:00,3346340,44150
CO,2021-02-08 01:59:00-05:00,406276,5733
CT,2021-02-07 23:59:00-05:00,263739,7282
DC,2021-02-07 00:00:00-05:00,38136,956
DE,2021-02-07 18:00:00-05:00,80931,1208
FL,2021-02-07 23:59:00-05:00,1751343,28287
GA,2021-02-08 14:50:00-05:00,943695,15130
GU,2021-02-08 07:15:00-05:00,7664,130
HI,2021-02-06 14:30:00-05:00,27195,418
IA,2021-02-08 00:00:00-05:00,271698,5110
ID,2021-02-06 19:00:00-05:00,165209,1767
IL,2021-02-08 00:00:00-05:00,1148088,21779
IN,2021-02-07 23:59:00-05:00,640744,11875
KS,2021-02-08 10:00:00-05:00,282960,4197
KY,2021-02-08 00:00:00-05:00,378793,4091
LA,2021-02-08 13:00:00-05:00,412989,9142
MA,2021-02-07 23:59:00-05:00,545303,15054
MD,2021-02-08 10:00:00-05:00,364553,7372
ME,2021-02-07 23:59:00-05:00,41419,636
MI,2021-02-08 00:00:00-05:00,622813,15863
MN,2021-02-07 17:00:00-05:00,468682,6302
MO,2021-02-08 00:59:00-05:00,466664,7143
MP,2021-02-01 00:00:00-05:00,133,2
MS,2021-02-07 00:00:00-05:00,282313,6270
MT,2021-02-08 01:59:00-05:00,95914,1314
NC,2021-02-08 11:50:00-05:00,799279,9991
ND,2021-02-08 01:59:00-05:00,98184,1454
NE,2021-02-08 11:00:00-05:00,193826,1968
NH,2021-02-08 00:00:00-05:00,68499,1106
NJ,2021-02-08 00:00:00-05:00,724728,22011
NM,2021-02-08 17:50:00-05:00,177867,3412
NV,2021-02-07 00:00:00-05:00,284590,4522
NY,2021-02-07 14:00:00-05:00,1479220,36339
OH,2021-02-08 14:00:00-05:00,922143,11695
OR,2021-02-07 03:01:00-05:00,147122,2023
PA,2021-02-08 18:00:00-05:00,872825,22471
PR,2021-02-08 00:00:00-05:00,96161,1888
RI,2021-02-08 13:00:00-05:00,119104,2236
SC,2021-02-06 23:59:00-05:00,468403,7690
SD,2021-02-07 14:00:00-05:00,109283,1809
TN,2021-02-08 15:00:00-05:00,745826,10566
TX,2021-02-08 15:15:00-05:00,2491227,38700
UT,2021-02-08 10:24:00-05:00,355122,1738
VA,2021-02-07 17:00:00-05:00,530825,6820
VI,2021-02-07 09:18:00-05:00,2466,24
VT,2021-02-07 23:59:00-05:00,13046,183
WA,2021-02-06 02:59:00-05:00,320146,4449
WI,2021-02-08 00:00:00-05:00,601391,6614
WV,2021-02-07 23:59:00-05:00,125106,2131
WY,2021-02-08 00:00:00-05:00,52784,624
