Area,Date,Confirmed,Deaths
AK,2020-05-03 14:15:00-04:00,368,9
AL,2020-05-04 00:00:00-04:00,7898,292
AR,2020-05-03 13:30:00-04:00,3431,76
AZ,2020-05-03 00:00:00-04:00,8640,362
CA,2020-05-03 14:00:00-04:00,53616,2215
CO,2020-05-03 18:00:00-04:00,16635,842
CT,2020-05-02 18:00:00-04:00,29287,2436
DC,2020-05-03 00:00:00-04:00,5170,258
DE,2020-05-02 18:00:00-04:00,5208,177
FL,2020-05-04 09:12:00-04:00,36897,1423
GA,2020-05-04 10:25:00-04:00,29045,1192
HI,2020-05-03 18:00:00-04:00,620,17
IA,2020-05-02 12:00:00-04:00,9169,184
ID,2020-05-02 19:00:00-04:00,2061,64
IL,2020-05-02 00:00:00-04:00,61499,2618
IN,2020-05-02 23:59:00-04:00,19933,1246
KS,2020-05-03 10:00:00-04:00,5030,134
KY,2020-05-03 17:00:00-04:00,5130,253
LA,2020-05-03 13:00:00-04:00,29340,1969
MA,2020-05-03 16:00:00-04:00,68087,4004
MD,2020-05-04 10:00:00-04:00,26408,1317
ME,2020-05-03 11:45:00-04:00,1185,57
MI,2020-05-03 11:00:00-04:00,43754,4049
MN,2020-05-02 17:00:00-04:00,6663,419
MO,2020-05-03 15:00:00-04:00,8386,352
MS,2020-05-02 19:00:00-04:00,7550,303
MT,2020-05-03 00:00:00-04:00,455,16
NC,2020-05-03 11:00:00-04:00,11664,422
ND,2020-05-03 13:00:00-04:00,1191,25
NE,2020-05-03 20:45:00-04:00,5910,78
NH,2020-05-03 09:00:00-04:00,2518,86
NJ,2020-05-03 13:00:00-04:00,126744,7871
NM,2020-05-03 17:58:00-04:00,3850,151
NV,2020-05-03 18:00:00-04:00,5426,262
NY,2020-05-03 00:00:00-04:00,316415,19189
OH,2020-05-03 14:00:00-04:00,19914,1038
OK,2020-05-03 00:00:00-04:00,3972,238
OR,2020-05-03 11:00:00-04:00,2680,109
PA,2020-05-03 00:00:00-04:00,49267,2444
RI,2020-05-03 12:00:00-04:00,9477,320
SC,2020-05-03 15:30:00-04:00,6626,275
SD,2020-05-02 18:00:00-04:00,2631,21
TN,2020-05-03 15:00:00-04:00,13177,210
TX,2020-05-02 12:45:00-04:00,31548,867
UT,2020-05-03 15:00:00-04:00,5175,50
VA,2020-05-03 17:00:00-04:00,19492,684
VT,2020-05-04 10:20:00-04:00,902,52
WA,2020-05-03 02:59:00-04:00,15185,834
WI,2020-05-03 00:00:00-04:00,7964,339
WV,2020-05-04 10:00:00-04:00,1206,50
WY,2020-05-04 01:56:00-04:00,586,7
PR,2020-05-04 06:00:00-04:00,1843,97
AS,2020-05-01 00:00:00-04:00,0,0
GU,2020-05-04 05:40:00-04:00,149,5
MP,2020-05-04 00:00:00-04:00,14,2
VI,2020-05-03 20:30:00-04:00,66,4
