Area,Date,Confirmed,Deaths
AK,2021-01-18 03:59:00-05:00,50447,229
AL,2021-01-18 11:00:00-05:00,424028,6121
AR,2021-01-18 00:00:00-05:00,272263,4343
AS,2020-12-01 00:00:00-05:00,0,0
AZ,2021-01-18 00:00:00-05:00,679282,11265
CA,2021-01-18 02:59:00-05:00,2973174,33593
CO,2021-01-18 01:59:00-05:00,376171,5386
CT,2021-01-17 20:30:00-05:00,230125,6670
DC,2021-01-17 00:00:00-05:00,34033,857
DE,2021-01-17 18:00:00-05:00,70910,1016
FL,2021-01-17 23:59:00-05:00,1550444,24657
GA,2021-01-18 14:50:00-05:00,684763,12360
GU,2021-01-18 07:45:00-05:00,7485,128
HI,2021-01-16 14:30:00-05:00,25072,322
IA,2021-01-18 00:00:00-05:00,257431,4324
ID,2021-01-17 19:00:00-05:00,155554,1607
IL,2021-01-18 00:00:00-05:00,1072214,20118
IN,2021-01-17 23:59:00-05:00,592709,9340
KS,2021-01-18 10:00:00-05:00,259822,3525
KY,2021-01-18 00:00:00-05:00,328668,3167
LA,2021-01-18 13:00:00-05:00,369951,8253
MA,2021-01-17 23:59:00-05:00,473441,13705
MD,2021-01-18 10:00:00-05:00,328214,6596
ME,2021-01-17 23:59:00-05:00,33876,514
MI,2021-01-18 00:00:00-05:00,585128,14686
MN,2021-01-17 17:00:00-05:00,447349,5939
MO,2021-01-18 00:59:00-05:00,438840,6256
MP,2021-01-14 00:00:00-05:00,128,2
MS,2021-01-17 00:00:00-05:00,253932,5524
MT,2021-01-18 01:59:00-05:00,89576,1093
NC,2021-01-17 10:55:00-05:00,674637,8083
ND,2021-01-18 01:59:00-05:00,95934,1395
NE,2021-01-17 21:30:00-05:00,181978,1837
NH,2021-01-18 09:00:00-05:00,57864,933
NJ,2021-01-18 00:00:00-05:00,631074,20458
NM,2021-01-18 17:50:00-05:00,164263,2958
NV,2021-01-17 00:00:00-05:00,262794,3784
NY,2021-01-17 14:00:00-05:00,1245575,33052
OH,2021-01-18 14:00:00-05:00,831066,10281
OR,2021-01-17 03:01:00-05:00,133205,1800
PA,2021-01-18 12:00:00-05:00,771845,19390
PR,2021-01-18 00:00:00-05:00,87939,1703
RI,2021-01-15 13:00:00-05:00,104443,2005
SC,2021-01-16 23:59:00-05:00,391464,6248
SD,2021-01-17 14:00:00-05:00,105659,1667
TN,2021-01-18 15:00:00-05:00,687751,8430
TX,2021-01-18 16:25:00-05:00,2125552,32084
UT,2021-01-18 11:10:00-05:00,324919,1500
VA,2021-01-17 17:00:00-05:00,446550,5739
VI,2021-01-17 11:12:00-05:00,2260,24
VT,2021-01-17 23:59:00-05:00,10220,163
WA,2021-01-17 02:59:00-05:00,289939,3903
WI,2021-01-18 00:00:00-05:00,569335,5926
WV,2021-01-17 23:59:00-05:00,109809,1784
WY,2021-01-18 00:00:00-05:00,49708,522
