Area,Date,Confirmed,Deaths
AK,2020-07-04 00:00:00-04:00,1111,16
AL,2020-07-04 11:00:00-04:00,42862,1007
AR,2020-07-04 00:00:00-04:00,23209,286
AS,2020-07-01 00:00:00-04:00,0,0
AZ,2020-07-04 00:00:00-04:00,94553,1805
CA,2020-07-04 00:00:00-04:00,254745,6313
CO,2020-07-04 01:59:00-04:00,33619,1521
CT,2020-07-02 20:30:00-04:00,46717,4335
DC,2020-07-03 00:00:00-04:00,10447,557
DE,2020-07-03 18:00:00-04:00,11996,512
FL,2020-07-03 23:59:00-04:00,190052,3803
GA,2020-07-04 14:50:00-04:00,93319,2857
GU,2020-07-03 22:30:00-04:00,288,5
HI,2020-07-03 18:00:00-04:00,975,19
IA,2020-07-04 00:00:00-04:00,31041,721
ID,2020-07-03 19:00:00-04:00,6994,93
IL,2020-07-04 00:00:00-04:00,147734,7224
IN,2020-07-03 23:59:00-04:00,47432,2687
KS,2020-07-03 10:00:00-04:00,15919,277
KY,2020-07-03 00:00:00-04:00,16376,585
LA,2020-07-03 13:00:00-04:00,63289,3278
MA,2020-07-04 10:00:00-04:00,109838,8172
MD,2020-07-04 10:00:00-04:00,69341,3236
ME,2020-07-03 23:59:00-04:00,3397,107
MI,2020-07-04 00:00:00-04:00,72581,6218
MN,2020-07-02 17:00:00-04:00,37624,1503
MO,2020-07-04 15:00:00-04:00,23215,1027
MP,2020-07-02 18:23:00-04:00,31,2
MS,2020-07-03 19:00:00-04:00,30674,1107
MT,2020-07-04 00:00:00-04:00,1167,23
NC,2020-07-04 12:00:00-04:00,71654,1395
ND,2020-07-04 00:00:00-04:00,3779,89
NE,2020-07-03 20:00:00-04:00,19660,284
NH,2020-07-03 09:00:00-04:00,5857,376
NJ,2020-07-04 13:00:00-04:00,173033,15189
NM,2020-07-03 19:30:00-04:00,12776,511
NV,2020-07-04 11:40:00-04:00,21575,530
NY,2020-07-03 23:59:00-04:00,396598,24896
OH,2020-07-04 14:00:00-04:00,56183,2907
OK,2020-07-04 00:00:00-04:00,15645,398
OR,2020-07-04 00:00:00-04:00,9930,213
PA,2020-07-04 00:00:00-04:00,89375,6749
PR,2020-07-04 06:30:00-04:00,7787,155
RI,2020-07-03 12:00:00-04:00,16991,960
SC,2020-07-03 23:59:00-04:00,43386,813
SD,2020-07-03 18:00:00-04:00,7028,97
TN,2020-07-04 15:00:00-04:00,50140,637
TX,2020-07-04 16:15:00-04:00,191790,2608
UT,2020-07-04 10:43:00-04:00,24542,181
VA,2020-07-03 17:00:00-04:00,65109,1849
VI,2020-07-03 19:39:00-04:00,111,6
VT,2020-07-04 00:00:00-04:00,1238,56
WA,2020-07-03 02:59:00-04:00,34778,1352
WI,2020-07-04 16:00:00-04:00,34207,803
WV,2020-07-04 10:00:00-04:00,3141,94
WY,2020-07-04 12:20:00-04:00,1606,20
