Area,Date,Confirmed,Deaths
AK,2020-10-05 03:59:00-04:00,9587,58
AL,2020-10-05 11:00:00-04:00,159713,2559
AR,2020-10-05 00:00:00-04:00,87430,1447
AS,2020-10-01 00:00:00-04:00,0,0
AZ,2020-10-05 00:00:00-04:00,221070,5707
CA,2020-10-05 02:59:00-04:00,826784,16149
CO,2020-10-04 01:59:00-04:00,73076,1968
CT,2020-10-04 20:30:00-04:00,59120,4517
DC,2020-10-04 00:00:00-04:00,15547,631
DE,2020-10-04 18:00:00-04:00,21363,645
FL,2020-10-04 23:59:00-04:00,717874,14886
GA,2020-10-05 14:50:00-04:00,323714,7192
GU,2020-10-05 07:55:00-04:00,2753,55
HI,2020-10-04 18:00:00-04:00,12991,156
IA,2020-10-05 00:00:00-04:00,89460,1389
ID,2020-10-05 13:59:00-04:00,43964,482
IL,2020-10-05 00:00:00-04:00,306133,9054
IN,2020-10-04 23:59:00-04:00,125976,3681
KS,2020-10-05 10:00:00-04:00,62708,706
KY,2020-10-05 00:00:00-04:00,73158,1214
LA,2020-10-05 13:00:00-04:00,169937,5586
MA,2020-10-05 08:00:00-04:00,135462,9530
MD,2020-10-05 10:00:00-04:00,127791,3961
ME,2020-10-04 23:59:00-04:00,5545,142
MI,2020-10-05 00:00:00-04:00,142726,7139
MN,2020-10-04 17:00:00-04:00,104799,2136
MO,2020-10-05 00:59:00-04:00,133418,2174
MP,2020-10-05 00:00:00-04:00,75,2
MS,2020-10-04 00:00:00-04:00,100703,3013
MT,2020-10-05 01:59:00-04:00,14847,190
NC,2020-10-05 12:20:00-04:00,219754,3637
ND,2020-10-05 01:59:00-04:00,23862,191
NE,2020-10-04 20:15:00-04:00,47807,501
NH,2020-10-04 09:00:00-04:00,8645,443
NJ,2020-10-05 00:00:00-04:00,208713,16138
NM,2020-10-04 17:30:00-04:00,30477,892
NV,2020-10-05 02:59:00-04:00,82437,1623
NY,2020-10-04 23:59:00-04:00,465515,25527
OH,2020-10-05 14:00:00-04:00,159964,4931
OK,2020-10-05 00:00:00-04:00,91982,1055
OR,2020-10-05 03:01:00-04:00,35049,572
PA,2020-10-05 12:00:00-04:00,164207,8227
PR,2020-10-05 00:00:00-04:00,51305,695
RI,2020-10-05 12:00:00-04:00,25419,1121
SC,2020-10-04 23:59:00-04:00,152159,3456
SD,2020-10-04 14:00:00-04:00,24598,248
TN,2020-10-05 15:00:00-04:00,203699,2597
TX,2020-10-05 16:15:00-04:00,769303,16033
UT,2020-10-05 10:41:00-04:00,78723,482
VA,2020-10-04 17:00:00-04:00,152557,3276
VI,2020-10-03 21:04:00-04:00,1327,20
VT,2020-10-04 23:59:00-04:00,1817,58
WA,2020-10-04 02:59:00-04:00,89874,2142
WI,2020-10-05 00:00:00-04:00,141655,1392
WV,2020-10-04 23:59:00-04:00,16742,361
WY,2020-10-05 16:29:00-04:00,6629,53
