Area,Date,Confirmed,Deaths
AK,2020-11-08 03:59:00-05:00,19826,84
AL,2020-11-08 11:00:00-05:00,203687,3084
AR,2020-11-08 00:00:00-05:00,121866,2085
AS,2020-11-01 00:00:00-04:00,0,0
AZ,2020-11-08 00:00:00-05:00,259264,6164
CA,2020-11-08 02:59:00-05:00,956957,17939
CO,2020-11-07 01:59:00-05:00,127967,2168
CT,2020-11-05 20:30:00-05:00,78125,4671
DC,2020-11-08 00:00:00-05:00,18001,654
DE,2020-11-07 18:00:00-05:00,26603,718
FL,2020-11-07 23:59:00-05:00,832525,17333
GA,2020-11-07 14:50:00-05:00,373078,8648
GU,2020-11-08 06:00:00-05:00,5233,89
HI,2020-11-07 21:00:00-05:00,16051,220
IA,2020-11-08 00:00:00-05:00,140541,1842
ID,2020-11-07 19:00:00-05:00,72312,683
IL,2020-11-08 00:00:00-05:00,487987,10538
IN,2020-11-07 23:59:00-05:00,210374,4629
KS,2020-11-06 10:00:00-05:00,97633,1166
KY,2020-11-08 00:00:00-05:00,120838,1565
LA,2020-11-08 13:00:00-05:00,192981,6036
MA,2020-11-08 08:00:00-05:00,171399,10149
MD,2020-11-08 10:00:00-05:00,153996,4212
ME,2020-11-07 23:59:00-05:00,7693,152
MI,2020-11-07 00:00:00-05:00,229003,7945
MN,2020-11-07 17:00:00-05:00,180862,2656
MO,2020-11-08 00:59:00-05:00,209197,3153
MP,2020-11-06 00:00:00-05:00,98,2
MS,2020-11-07 00:00:00-05:00,126689,3443
MT,2020-11-08 01:59:00-05:00,39679,456
NC,2020-11-08 11:00:00-05:00,293339,4607
ND,2020-11-08 01:59:00-05:00,54305,480
NE,2020-11-07 19:45:00-05:00,82395,703
NH,2020-11-08 09:00:00-05:00,12488,489
NJ,2020-11-08 00:00:00-05:00,254595,16429
NM,2020-11-07 17:50:00-05:00,53671,1104
NV,2020-11-08 00:00:00-05:00,110022,1851
NY,2020-11-07 23:59:00-05:00,529036,25947
OH,2020-11-08 14:00:00-05:00,250268,5517
OK,2020-11-07 00:00:00-05:00,136258,1438
OR,2020-11-08 03:01:00-05:00,50448,730
PA,2020-11-08 12:00:00-05:00,230894,9020
PR,2020-11-08 00:00:00-05:00,38100,872
RI,2020-11-06 12:00:00-05:00,36380,1224
SC,2020-11-07 23:59:00-05:00,185688,4036
SD,2020-11-07 14:00:00-05:00,55404,536
TN,2020-11-08 15:00:00-05:00,281851,3595
TX,2020-11-08 16:25:00-05:00,956234,18743
UT,2020-11-08 10:33:00-05:00,132621,659
VA,2020-11-07 17:00:00-05:00,192175,3707
VI,2020-11-08 01:25:00-05:00,1405,23
VT,2020-11-07 23:59:00-05:00,2392,59
WA,2020-11-07 02:59:00-05:00,116011,2439
WI,2020-11-08 00:00:00-05:00,281910,2392
WV,2020-11-07 23:59:00-05:00,28404,502
WY,2020-11-08 11:52:00-05:00,17310,114
