Area,Date,Confirmed,Deaths
AK,2020-06-06 00:00:00-04:00,536,10
AL,2020-06-06 11:00:00-04:00,20043,689
AR,2020-06-06 15:00:00-04:00,9101,154
AS,2020-06-01 00:00:00-04:00,0,0
AZ,2020-06-06 00:00:00-04:00,25451,1042
CA,2020-06-06 00:00:00-04:00,126016,4559
CO,2020-06-06 00:00:00-04:00,27615,1524
CT,2020-06-05 20:30:00-04:00,43818,4055
DC,2020-06-05 00:00:00-04:00,9269,483
DE,2020-06-05 18:00:00-04:00,9845,390
FL,2020-06-06 10:00:00-04:00,62758,2773
GA,2020-06-06 15:00:00-04:00,51309,2174
GU,2020-06-06 01:45:00-04:00,179,5
HI,2020-06-05 18:00:00-04:00,664,17
IA,2020-06-06 00:00:00-04:00,21478,598
ID,2020-06-05 19:00:00-04:00,3111,83
IL,2020-06-06 00:00:00-04:00,126890,5864
IN,2020-06-05 23:59:00-04:00,36997,2292
KS,2020-06-05 10:00:00-04:00,10393,232
KY,2020-06-06 00:00:00-04:00,11287,470
LA,2020-06-06 13:00:00-04:00,42486,2925
MA,2020-06-06 10:00:00-04:00,103132,7289
MD,2020-06-06 10:00:00-04:00,57482,2740
ME,2020-06-05 23:59:00-04:00,2524,98
MI,2020-06-06 00:00:00-04:00,63983,5891
MN,2020-06-05 17:00:00-04:00,27501,1181
MO,2020-06-06 00:00:00-04:00,14442,809
MP,2020-06-04 19:04:00-04:00,26,2
MS,2020-06-04 19:00:00-04:00,16769,803
MT,2020-06-06 00:00:00-04:00,540,18
NC,2020-06-06 11:15:00-04:00,34625,992
ND,2020-06-06 00:00:00-04:00,2816,75
NE,2020-06-05 19:50:00-04:00,15379,186
NH,2020-06-06 09:00:00-04:00,5019,283
NJ,2020-06-06 13:00:00-04:00,163893,12106
NM,2020-06-05 18:00:00-04:00,8672,387
NV,2020-06-06 11:00:00-04:00,9460,437
NY,2020-06-06 00:00:00-04:00,377316,24212
OH,2020-06-06 14:00:00-04:00,38111,2370
OK,2020-06-05 00:00:00-04:00,7003,345
OR,2020-06-06 03:01:00-04:00,4662,163
PA,2020-06-06 00:00:00-04:00,75706,5931
PR,2020-06-06 05:51:00-04:00,4915,142
RI,2020-06-05 12:00:00-04:00,15441,772
SC,2020-06-05 00:00:00-04:00,13453,538
SD,2020-06-06 12:04:00-04:00,5367,65
TN,2020-06-06 15:00:00-04:00,26071,417
TX,2020-06-06 17:00:00-04:00,73553,1819
UT,2020-06-06 15:00:00-04:00,11798,121
VA,2020-06-05 17:00:00-04:00,49397,1460
VI,2020-06-06 09:56:00-04:00,71,6
VT,2020-06-06 00:00:00-04:00,1046,55
WA,2020-06-06 02:59:00-04:00,22993,1149
WI,2020-06-06 00:00:00-04:00,20571,645
WV,2020-06-06 10:00:00-04:00,2131,84
WY,2020-06-06 00:00:00-04:00,939,17
