Area,Date,Confirmed,Deaths
AK,2020-03-28 19:00:00-04:00,102,2
AL,2020-03-29 00:00:00-04:00,760,4
AR,2020-03-28 17:33:00-04:00,409,5
AZ,2020-03-28 00:00:00-04:00,933,15
CA,2020-03-27 17:00:00-04:00,4643,101
CO,2020-03-28 18:00:00-04:00,2061,44
CT,2020-03-28 12:00:00-04:00,1524,33
DC,2020-03-28 19:45:00-04:00,342,5
DE,2020-03-29 00:00:00-04:00,214,5
FL,2020-03-28 19:00:00-04:00,4038,56
GA,2020-03-28 18:27:00-04:00,2446,79
HI,2020-03-28 18:00:00-04:00,147,0
IA,2020-03-28 00:00:00-04:00,298,3
ID,2020-03-28 18:55:00-04:00,261,5
IL,2020-03-28 00:00:00-04:00,3491,47
IN,2020-03-29 11:00:00-04:00,1514,32
KS,2020-03-27 09:00:00-04:00,261,5
KY,2020-03-28 17:00:00-04:00,394,8
LA,2020-03-28 13:00:00-04:00,3315,137
MA,2020-03-28 12:30:00-04:00,4257,44
MD,2020-03-29 10:00:00-04:00,1239,10
ME,2020-03-28 10:30:00-04:00,211,1
MI,2020-03-28 11:00:00-04:00,4650,111
MN,2020-03-28 00:00:00-04:00,441,5
MO,2020-03-28 15:00:00-04:00,838,10
MS,2020-03-28 00:00:00-04:00,663,13
MT,2020-03-29 10:00:00-04:00,154,1
NC,2020-03-28 10:55:00-04:00,935,4
ND,2020-03-28 18:00:00-04:00,94,1
NE,2020-03-28 20:05:00-04:00,108,2
NH,2020-03-28 09:00:00-04:00,214,2
NJ,2020-03-28 13:30:00-04:00,11124,140
NM,2020-03-28 19:38:00-04:00,208,2
NV,2020-03-28 21:00:00-04:00,738,14
NY,2020-03-28 13:15:00-04:00,52318,728
OH,2020-03-28 14:00:00-04:00,1406,25
OK,2020-03-27 08:00:00-04:00,377,15
OR,2020-03-28 12:30:00-04:00,479,13
PA,2020-03-28 12:00:00-04:00,2751,34
RI,2020-03-28 00:00:00-04:00,239,2
SC,2020-03-28 16:06:00-04:00,660,15
SD,2020-03-28 12:30:00-04:00,68,1
TN,2020-03-27 15:00:00-04:00,1373,6
TX,2020-03-28 12:45:00-04:00,2052,27
UT,2020-03-28 15:00:00-04:00,602,2
VA,2020-03-29 00:00:00-04:00,890,22
VT,2020-03-28 13:00:00-04:00,211,12
WA,2020-03-28 02:59:00-04:00,4310,189
WI,2020-03-28 16:00:00-04:00,989,13
WV,2020-03-28 00:00:00-04:00,113,0
WY,2020-03-28 00:00:00-04:00,84,0
PR,2020-03-29 07:00:00-04:00,127,5
AS,2020-03-27 00:00:00-04:00,0,0
GU,2020-03-29 04:00:00-04:00,56,1
MP,2020-03-29 01:30:00-04:00,2,0
VI,2020-03-28 19:00:00-04:00,23,0
