Area,Date,Confirmed,Deaths
AK,2020-04-25 16:00:00-04:00,339,9
AL,2020-04-25 00:00:00-04:00,6137,212
AR,2020-04-25 10:47:00-04:00,2829,47
AZ,2020-04-25 00:00:00-04:00,6280,266
CA,2020-04-23 00:00:00-04:00,41137,1651
CO,2020-04-24 00:00:00-04:00,12256,674
CT,2020-04-25 16:00:00-04:00,24582,1862
DC,2020-04-24 00:00:00-04:00,3699,165
DE,2020-04-24 18:00:00-04:00,3576,112
FL,2020-04-25 09:36:00-04:00,30839,1075
GA,2020-04-25 11:28:00-04:00,22695,904
HI,2020-04-24 18:00:00-04:00,601,13
IA,2020-04-24 12:00:00-04:00,5092,112
ID,2020-04-24 19:00:00-04:00,1870,54
IL,2020-04-25 00:00:00-04:00,41777,1874
IN,2020-04-24 23:59:00-04:00,14395,785
KS,2020-04-25 11:00:00-04:00,3056,117
KY,2020-04-24 17:00:00-04:00,3779,200
LA,2020-04-25 13:00:00-04:00,26512,1644
MA,2020-04-25 16:00:00-04:00,53348,2730
MD,2020-04-25 10:00:00-04:00,17766,875
ME,2020-04-25 12:00:00-04:00,990,50
MI,2020-04-25 11:00:00-04:00,37203,3274
MN,2020-04-24 17:00:00-04:00,3446,244
MO,2020-04-25 15:00:00-04:00,6826,273
MS,2020-04-24 19:00:00-04:00,5718,221
MT,2020-04-25 00:00:00-04:00,445,14
NC,2020-04-25 11:00:00-04:00,8623,289
ND,2020-04-25 13:00:00-04:00,803,16
NE,2020-04-24 19:45:00-04:00,2421,50
NH,2020-04-24 09:00:00-04:00,1720,53
NJ,2020-04-25 13:00:00-04:00,105523,5863
NM,2020-04-25 13:59:00-04:00,2521,84
NV,2020-04-25 10:00:00-04:00,4539,204
NY,2020-04-25 00:00:00-04:00,282143,16599
OH,2020-04-25 14:00:00-04:00,14983,711
OK,2020-04-25 00:00:00-04:00,3193,194
OR,2020-04-25 11:00:00-04:00,2253,87
PA,2020-04-25 00:00:00-04:00,40049,1537
RI,2020-04-25 12:00:00-04:00,7129,215
SC,2020-04-25 15:39:00-04:00,5253,166
SD,2020-04-24 18:00:00-04:00,2147,10
TN,2020-04-25 15:00:00-04:00,9189,178
TX,2020-04-25 13:00:00-04:00,23773,623
UT,2020-04-25 15:00:00-04:00,3948,41
VA,2020-04-25 00:00:00-04:00,11902,436
VT,2020-04-25 10:00:00-04:00,843,46
WA,2020-04-24 02:59:00-04:00,12977,723
WI,2020-04-25 16:00:00-04:00,5687,266
WV,2020-04-25 10:00:00-04:00,1020,32
WY,2020-04-24 16:02:00-04:00,349,7
PR,2020-04-25 06:30:00-04:00,1307,83
AS,2020-04-19 00:00:00-04:00,0,0
GU,2020-04-25 07:30:00-04:00,141,5
MP,2020-04-25 00:00:00-04:00,14,2
VI,2020-04-25 00:00:00-04:00,55,3
