Area,Date,Confirmed,Deaths
AK,2020-09-01 03:59:00-04:00,6160,39
AL,2020-09-01 11:00:00-04:00,127616,2200
AR,2020-09-01 14:38:00-04:00,61497,814
AS,2020-08-15 00:00:00-04:00,0,0
AZ,2020-09-01 00:00:00-04:00,202342,5044
CA,2020-09-01 02:59:00-04:00,707797,13018
CO,2020-08-31 01:59:00-04:00,57424,1849
CT,2020-08-31 20:30:00-04:00,53006,4466
DC,2020-08-31 00:00:00-04:00,14049,607
DE,2020-08-31 18:00:00-04:00,17535,605
FL,2020-08-31 23:59:00-04:00,631040,11521
GA,2020-09-01 14:50:00-04:00,272697,5733
GU,2020-09-01 05:25:00-04:00,1447,13
HI,2020-08-31 05:59:00-04:00,8472,70
IA,2020-09-01 00:00:00-04:00,63919,1123
ID,2020-08-31 19:05:00-04:00,32088,361
IL,2020-09-01 00:00:00-04:00,238217,8273
IN,2020-08-31 23:59:00-04:00,94891,3312
KS,2020-08-31 10:00:00-04:00,42612,446
KY,2020-09-01 00:00:00-04:00,49185,948
LA,2020-09-01 13:00:00-04:00,148882,4984
MA,2020-09-01 08:00:00-04:00,128888,9064
MD,2020-09-01 10:00:00-04:00,108863,3761
ME,2020-08-31 23:59:00-04:00,4548,132
MI,2020-09-01 00:00:00-04:00,113820,6767
MN,2020-08-31 17:00:00-04:00,76355,1872
MO,2020-09-01 00:00:00-04:00,85755,1538
MP,2020-09-01 00:00:00-04:00,57,2
MS,2020-09-01 00:00:00-04:00,83584,2493
MT,2020-09-01 01:59:00-04:00,7509,105
NC,2020-09-01 12:20:00-04:00,169424,2741
ND,2020-09-01 01:59:00-04:00,12000,122
NE,2020-08-31 21:45:00-04:00,34287,397
NH,2020-09-01 09:00:00-04:00,7297,432
NJ,2020-09-01 00:00:00-04:00,192290,15937
NM,2020-08-31 17:52:00-04:00,25352,779
NV,2020-09-01 02:59:00-04:00,69633,1313
NY,2020-08-31 23:59:00-04:00,435510,25331
OH,2020-09-01 14:00:00-04:00,124610,4165
OK,2020-09-01 00:00:00-04:00,59399,809
OR,2020-09-01 03:01:00-04:00,26946,465
PA,2020-09-01 12:00:00-04:00,134795,7691
PR,2020-09-01 00:00:00-04:00,33421,435
RI,2020-09-01 12:00:00-04:00,22002,1050
SC,2020-08-31 23:59:00-04:00,119846,2757
SD,2020-08-31 14:00:00-04:00,13749,167
TN,2020-09-01 15:00:00-04:00,156329,1781
TX,2020-09-01 16:30:00-04:00,617333,12681
UT,2020-09-01 11:08:00-04:00,52403,409
VA,2020-08-31 17:00:00-04:00,121615,2612
VI,2020-08-31 19:46:00-04:00,1139,15
VT,2020-08-31 23:59:00-04:00,1635,58
WA,2020-08-31 02:59:00-04:00,74635,1915
WI,2020-09-01 00:00:00-04:00,81604,1139
WV,2020-08-31 23:59:00-04:00,10507,222
WY,2020-09-01 17:36:00-04:00,3866,41
