Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2023-01-20T00:00:00+01:00,4994577,18822
Bayern,09,2023-01-20T00:00:00+01:00,6643069,27948
Berlin,11,2023-01-20T00:00:00+01:00,1414121,5387
Brandenburg,12,2023-01-20T00:00:00+01:00,1101335,6405
Bremen,04,2023-01-20T00:00:00+01:00,300394,948
Hamburg,02,2023-01-20T00:00:00+01:00,801206,3483
Hessen,06,2023-01-20T00:00:00+01:00,2874798,12077
Mecklenburg-Vorpommern,13,2023-01-20T00:00:00+01:00,704441,2722
Niedersachsen,03,2023-01-20T00:00:00+01:00,3797539,12877
Nordrhein-Westfalen,05,2023-01-20T00:00:00+01:00,7874783,30597
Rheinland-Pfalz,07,2023-01-20T00:00:00+01:00,1736120,6772
Saarland,10,2023-01-20T00:00:00+01:00,482989,2053
Sachsen,14,2023-01-20T00:00:00+01:00,1940904,16694
Sachsen-Anhalt,15,2023-01-20T00:00:00+01:00,951486,6202
Schleswig-Holstein,01,2023-01-20T00:00:00+01:00,1164781,3408
Thüringen,16,2023-01-20T00:00:00+01:00,876975,8190
