Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-08-28T00:00:00+02:00,523715,10466
Bayern,09,2021-08-28T00:00:00+02:00,672976,15400
Berlin,11,2021-08-28T00:00:00+02:00,191704,3592
Brandenburg,12,2021-08-28T00:00:00+02:00,111376,3822
Bremen,04,2021-08-28T00:00:00+02:00,29117,498
Hamburg,02,2021-08-28T00:00:00+02:00,84705,1642
Hessen,06,2021-08-28T00:00:00+02:00,306158,7628
Mecklenburg-Vorpommern,13,2021-08-28T00:00:00+02:00,46042,1189
Niedersachsen,03,2021-08-28T00:00:00+02:00,276147,5847
Nordrhein-Westfalen,05,2021-08-28T00:00:00+02:00,883011,17396
Rheinland-Pfalz,07,2021-08-28T00:00:00+02:00,164362,3921
Saarland,10,2021-08-28T00:00:00+02:00,44133,1031
Sachsen,14,2021-08-28T00:00:00+02:00,289041,10165
Sachsen-Anhalt,15,2021-08-28T00:00:00+02:00,100617,3475
Schleswig-Holstein,01,2021-08-28T00:00:00+02:00,70758,1651
Thüringen,16,2021-08-28T00:00:00+02:00,130269,4395
