Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2023-04-13T00:00:00+02:00,5074988,19574
Bayern,09,2023-04-13T00:00:00+02:00,6759066,29150
Berlin,11,2023-04-13T00:00:00+02:00,1438167,5691
Brandenburg,12,2023-04-13T00:00:00+02:00,1118581,6592
Bremen,04,2023-04-13T00:00:00+02:00,304604,1000
Hamburg,02,2023-04-13T00:00:00+02:00,809594,3679
Hessen,06,2023-04-13T00:00:00+02:00,2937389,12658
Mecklenburg-Vorpommern,13,2023-04-13T00:00:00+02:00,715533,2808
Niedersachsen,03,2023-04-13T00:00:00+02:00,3874645,14051
Nordrhein-Westfalen,05,2023-04-13T00:00:00+02:00,8078383,32044
Rheinland-Pfalz,07,2023-04-13T00:00:00+02:00,1775827,7122
Saarland,10,2023-04-13T00:00:00+02:00,494974,2185
Sachsen,14,2023-04-13T00:00:00+02:00,1963692,16928
Sachsen-Anhalt,15,2023-04-13T00:00:00+02:00,965217,6354
Schleswig-Holstein,01,2023-04-13T00:00:00+02:00,1179725,3547
Thüringen,16,2023-04-13T00:00:00+02:00,887271,8365
