Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-05-26T00:00:00+02:00,34466,1707
Bayern,2020-05-26T00:00:00+02:00,46456,2401
Berlin,2020-05-26T00:00:00+02:00,6652,191
Brandenburg,2020-05-26T00:00:00+02:00,3236,154
Bremen,2020-05-26T00:00:00+02:00,1313,42
Hamburg,2020-05-26T00:00:00+02:00,5069,241
Hessen,2020-05-26T00:00:00+02:00,9804,462
Mecklenburg-Vorpommern,2020-05-26T00:00:00+02:00,760,20
Niedersachsen,2020-05-26T00:00:00+02:00,11646,574
Nordrhein-Westfalen,2020-05-26T00:00:00+02:00,37395,1571
Rheinland-Pfalz,2020-05-26T00:00:00+02:00,6600,228
Saarland,2020-05-26T00:00:00+02:00,2727,158
Sachsen,2020-05-26T00:00:00+02:00,5236,207
Sachsen-Anhalt,2020-05-26T00:00:00+02:00,1698,54
Schleswig-Holstein,2020-05-26T00:00:00+02:00,3067,139
Thüringen,2020-05-26T00:00:00+02:00,2877,153
