Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-05-22T00:00:00+02:00,34174,1680
Bayern,2020-05-22T00:00:00+02:00,46024,2358
Berlin,2020-05-22T00:00:00+02:00,6585,190
Brandenburg,2020-05-22T00:00:00+02:00,3211,152
Bremen,2020-05-22T00:00:00+02:00,1291,39
Hamburg,2020-05-22T00:00:00+02:00,5059,240
Hessen,2020-05-22T00:00:00+02:00,9656,457
Mecklenburg-Vorpommern,2020-05-22T00:00:00+02:00,763,20
Niedersachsen,2020-05-22T00:00:00+02:00,11420,568
Nordrhein-Westfalen,2020-05-22T00:00:00+02:00,37010,1547
Rheinland-Pfalz,2020-05-22T00:00:00+02:00,6566,224
Saarland,2020-05-22T00:00:00+02:00,2707,157
Sachsen,2020-05-22T00:00:00+02:00,5197,203
Sachsen-Anhalt,2020-05-22T00:00:00+02:00,1692,54
Schleswig-Holstein,2020-05-22T00:00:00+02:00,3039,134
Thüringen,2020-05-22T00:00:00+02:00,2818,151
