Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-11-07T00:00:00+01:00,4832035,17800
Bayern,09,2022-11-07T00:00:00+01:00,6476260,26610
Berlin,11,2022-11-07T00:00:00+01:00,1337815,4970
Brandenburg,12,2022-11-07T00:00:00+01:00,1034431,6071
Bremen,04,2022-11-07T00:00:00+01:00,278898,869
Hamburg,02,2022-11-07T00:00:00+01:00,763387,3166
Hessen,06,2022-11-07T00:00:00+01:00,2746413,11468
Mecklenburg-Vorpommern,13,2022-11-07T00:00:00+01:00,657653,2535
Niedersachsen,03,2022-11-07T00:00:00+01:00,3494700,11371
Nordrhein-Westfalen,05,2022-11-07T00:00:00+01:00,7353447,28329
Rheinland-Pfalz,07,2022-11-07T00:00:00+01:00,1657748,6402
Saarland,10,2022-11-07T00:00:00+01:00,462113,1934
Sachsen,14,2022-11-07T00:00:00+01:00,1874012,16239
Sachsen-Anhalt,15,2022-11-07T00:00:00+01:00,908069,5887
Schleswig-Holstein,01,2022-11-07T00:00:00+01:00,1094416,3046
Thüringen,16,2022-11-07T00:00:00+01:00,852374,7838
