Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-08-05T00:00:00+02:00,37514,1847
Bayern,2020-08-05T00:00:00+02:00,51377,2624
Berlin,2020-08-05T00:00:00+02:00,9399,223
Brandenburg,2020-08-05T00:00:00+02:00,3588,168
Bremen,2020-08-05T00:00:00+02:00,1790,56
Hamburg,2020-08-05T00:00:00+02:00,5461,261
Hessen,2020-08-05T00:00:00+02:00,12254,523
Mecklenburg-Vorpommern,2020-08-05T00:00:00+02:00,889,20
Niedersachsen,2020-08-05T00:00:00+02:00,14671,654
Nordrhein-Westfalen,2020-08-05T00:00:00+02:00,50068,1751
Rheinland-Pfalz,2020-08-05T00:00:00+02:00,7618,239
Saarland,2020-08-05T00:00:00+02:00,2891,174
Sachsen,2020-08-05T00:00:00+02:00,5560,225
Sachsen-Anhalt,2020-08-05T00:00:00+02:00,2036,64
Schleswig-Holstein,2020-08-05T00:00:00+02:00,3516,157
Thüringen,2020-08-05T00:00:00+02:00,3390,182
