Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-10-10T00:00:00+02:00,53344,1899
Bayern,2020-10-10T00:00:00+02:00,72402,2684
Berlin,2020-10-10T00:00:00+02:00,17555,234
Brandenburg,2020-10-10T00:00:00+02:00,4692,169
Bremen,2020-10-10T00:00:00+02:00,2880,60
Hamburg,2020-10-10T00:00:00+02:00,8814,277
Hessen,2020-10-10T00:00:00+02:00,21586,559
Mecklenburg-Vorpommern,2020-10-10T00:00:00+02:00,1373,20
Niedersachsen,2020-10-10T00:00:00+02:00,22490,697
Nordrhein-Westfalen,2020-10-10T00:00:00+02:00,78218,1905
Rheinland-Pfalz,2020-10-10T00:00:00+02:00,11808,256
Saarland,2020-10-10T00:00:00+02:00,3586,177
Sachsen,2020-10-10T00:00:00+02:00,8203,246
Sachsen-Anhalt,2020-10-10T00:00:00+02:00,2858,68
Schleswig-Holstein,2020-10-10T00:00:00+02:00,5209,162
Thüringen,2020-10-10T00:00:00+02:00,4363,191
