Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-01-05T00:00:00+01:00,1035910,13115
Bayern,09,2022-01-05T00:00:00+01:00,1347268,19828
Berlin,11,2022-01-05T00:00:00+01:00,339207,4025
Brandenburg,12,2022-01-05T00:00:00+01:00,250010,4738
Bremen,04,2022-01-05T00:00:00+01:00,50684,612
Hamburg,02,2022-01-05T00:00:00+01:00,145809,2004
Hessen,06,2022-01-05T00:00:00+01:00,491115,8589
Mecklenburg-Vorpommern,13,2022-01-05T00:00:00+01:00,103980,1494
Niedersachsen,03,2022-01-05T00:00:00+01:00,453318,6865
Nordrhein-Westfalen,05,2022-01-05T00:00:00+01:00,1409926,20454
Rheinland-Pfalz,07,2022-01-05T00:00:00+01:00,284581,4671
Saarland,10,2022-01-05T00:00:00+01:00,75750,1256
Sachsen,14,2022-01-05T00:00:00+01:00,660042,13109
Sachsen-Anhalt,15,2022-01-05T00:00:00+01:00,228706,4304
Schleswig-Holstein,01,2022-01-05T00:00:00+01:00,126420,1892
Thüringen,16,2022-01-05T00:00:00+01:00,294594,5969
