Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-03-02T00:00:00+01:00,2135695,14303
Bayern,09,2022-03-02T00:00:00+01:00,2822174,21410
Berlin,11,2022-03-02T00:00:00+01:00,747653,4253
Brandenburg,12,2022-03-02T00:00:00+01:00,525220,5195
Bremen,04,2022-03-02T00:00:00+01:00,116047,682
Hamburg,02,2022-03-02T00:00:00+01:00,350917,2302
Hessen,06,2022-03-02T00:00:00+01:00,1079422,9218
Mecklenburg-Vorpommern,13,2022-03-02T00:00:00+01:00,246166,1772
Niedersachsen,03,2022-03-02T00:00:00+01:00,1067990,7499
Nordrhein-Westfalen,05,2022-03-02T00:00:00+01:00,3100575,22336
Rheinland-Pfalz,07,2022-03-02T00:00:00+01:00,589278,5014
Saarland,10,2022-03-02T00:00:00+01:00,161627,1404
Sachsen,14,2022-03-02T00:00:00+01:00,947583,14342
Sachsen-Anhalt,15,2022-03-02T00:00:00+01:00,416947,4761
Schleswig-Holstein,01,2022-03-02T00:00:00+01:00,328752,2125
Thüringen,16,2022-03-02T00:00:00+01:00,417578,6622
