Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-08-24T00:00:00+02:00,40173,1863
Bayern,2020-08-24T00:00:00+02:00,55061,2634
Berlin,2020-08-24T00:00:00+02:00,10728,226
Brandenburg,2020-08-24T00:00:00+02:00,3787,169
Bremen,2020-08-24T00:00:00+02:00,1905,56
Hamburg,2020-08-24T00:00:00+02:00,6054,265
Hessen,2020-08-24T00:00:00+02:00,14657,528
Mecklenburg-Vorpommern,2020-08-24T00:00:00+02:00,994,20
Niedersachsen,2020-08-24T00:00:00+02:00,16096,660
Nordrhein-Westfalen,2020-08-24T00:00:00+02:00,56916,1798
Rheinland-Pfalz,2020-08-24T00:00:00+02:00,8667,243
Saarland,2020-08-24T00:00:00+02:00,3076,174
Sachsen,2020-08-24T00:00:00+02:00,5824,225
Sachsen-Anhalt,2020-08-24T00:00:00+02:00,2180,65
Schleswig-Holstein,2020-08-24T00:00:00+02:00,3904,160
Thüringen,2020-08-24T00:00:00+02:00,3553,186
