Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-06-09T00:00:00+02:00,34958,1795
Bayern,2020-06-09T00:00:00+02:00,47423,2521
Berlin,2020-06-09T00:00:00+02:00,7042,205
Brandenburg,2020-06-09T00:00:00+02:00,3302,160
Bremen,2020-06-09T00:00:00+02:00,1532,43
Hamburg,2020-06-09T00:00:00+02:00,5117,254
Hessen,2020-06-09T00:00:00+02:00,10237,484
Mecklenburg-Vorpommern,2020-06-09T00:00:00+02:00,780,20
Niedersachsen,2020-06-09T00:00:00+02:00,12601,606
Nordrhein-Westfalen,2020-06-09T00:00:00+02:00,38743,1635
Rheinland-Pfalz,2020-06-09T00:00:00+02:00,6787,230
Saarland,2020-06-09T00:00:00+02:00,2754,167
Sachsen,2020-06-09T00:00:00+02:00,5333,217
Sachsen-Anhalt,2020-06-09T00:00:00+02:00,1720,56
Schleswig-Holstein,2020-06-09T00:00:00+02:00,3114,148
Thüringen,2020-06-09T00:00:00+02:00,3100,170
