Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-09-11T00:00:00+02:00,44618,1868
Bayern,2020-09-11T00:00:00+02:00,61158,2644
Berlin,2020-09-11T00:00:00+02:00,12090,226
Brandenburg,2020-09-11T00:00:00+02:00,3984,169
Bremen,2020-09-11T00:00:00+02:00,2109,58
Hamburg,2020-09-11T00:00:00+02:00,6699,267
Hessen,2020-09-11T00:00:00+02:00,16603,537
Mecklenburg-Vorpommern,2020-09-11T00:00:00+02:00,1046,20
Niedersachsen,2020-09-11T00:00:00+02:00,17645,665
Nordrhein-Westfalen,2020-09-11T00:00:00+02:00,61505,1828
Rheinland-Pfalz,2020-09-11T00:00:00+02:00,9623,245
Saarland,2020-09-11T00:00:00+02:00,3222,175
Sachsen,2020-09-11T00:00:00+02:00,6282,225
Sachsen-Anhalt,2020-09-11T00:00:00+02:00,2314,66
Schleswig-Holstein,2020-09-11T00:00:00+02:00,4207,161
Thüringen,2020-09-11T00:00:00+02:00,3745,188
