Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-07-22T00:00:00+02:00,36556,1838
Bayern,2020-07-22T00:00:00+02:00,49954,2617
Berlin,2020-07-22T00:00:00+02:00,8837,222
Brandenburg,2020-07-22T00:00:00+02:00,3497,167
Bremen,2020-07-22T00:00:00+02:00,1725,55
Hamburg,2020-07-22T00:00:00+02:00,5244,261
Hessen,2020-07-22T00:00:00+02:00,11458,515
Mecklenburg-Vorpommern,2020-07-22T00:00:00+02:00,811,20
Niedersachsen,2020-07-22T00:00:00+02:00,14101,647
Nordrhein-Westfalen,2020-07-22T00:00:00+02:00,46367,1717
Rheinland-Pfalz,2020-07-22T00:00:00+02:00,7346,238
Saarland,2020-07-22T00:00:00+02:00,2835,174
Sachsen,2020-07-22T00:00:00+02:00,5503,225
Sachsen-Anhalt,2020-07-22T00:00:00+02:00,1961,62
Schleswig-Holstein,2020-07-22T00:00:00+02:00,3278,155
Thüringen,2020-07-22T00:00:00+02:00,3326,182
