Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-08-29T00:00:00+02:00,41574,1862
Bayern,2020-08-29T00:00:00+02:00,56972,2638
Berlin,2020-08-29T00:00:00+02:00,11125,226
Brandenburg,2020-08-29T00:00:00+02:00,3867,169
Bremen,2020-08-29T00:00:00+02:00,1980,56
Hamburg,2020-08-29T00:00:00+02:00,6193,266
Hessen,2020-08-29T00:00:00+02:00,15351,530
Mecklenburg-Vorpommern,2020-08-29T00:00:00+02:00,1004,20
Niedersachsen,2020-08-29T00:00:00+02:00,16628,660
Nordrhein-Westfalen,2020-08-29T00:00:00+02:00,58452,1809
Rheinland-Pfalz,2020-08-29T00:00:00+02:00,8928,243
Saarland,2020-08-29T00:00:00+02:00,3126,174
Sachsen,2020-08-29T00:00:00+02:00,5934,225
Sachsen-Anhalt,2020-08-29T00:00:00+02:00,2226,65
Schleswig-Holstein,2020-08-29T00:00:00+02:00,4015,160
Thüringen,2020-08-29T00:00:00+02:00,3611,186
