Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-01-03T00:00:00+01:00,243914,4925
Bayern,09,2021-01-03T00:00:00+01:00,332619,6868
Berlin,11,2021-01-03T00:00:00+01:00,98097,1285
Brandenburg,12,2021-01-03T00:00:00+01:00,42713,993
Bremen,04,2021-01-03T00:00:00+01:00,13713,202
Hamburg,02,2021-01-03T00:00:00+01:00,37535,661
Hessen,06,2021-01-03T00:00:00+01:00,139965,2962
Mecklenburg-Vorpommern,13,2021-01-03T00:00:00+01:00,12454,177
Niedersachsen,03,2021-01-03T00:00:00+01:00,110271,2028
Nordrhein-Westfalen,05,2021-01-03T00:00:00+01:00,400594,6751
Rheinland-Pfalz,07,2021-01-03T00:00:00+01:00,73915,1466
Saarland,10,2021-01-03T00:00:00+01:00,20141,441
Sachsen,14,2021-01-03T00:00:00+01:00,138332,3353
Sachsen-Anhalt,15,2021-01-03T00:00:00+01:00,31497,687
Schleswig-Holstein,01,2021-01-03T00:00:00+01:00,25540,443
Thüringen,16,2021-01-03T00:00:00+01:00,44366,1030
