Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-06-05T00:00:00+02:00,34870,1778
Bayern,2020-06-05T00:00:00+02:00,47268,2481
Berlin,2020-06-05T00:00:00+02:00,6946,200
Brandenburg,2020-06-05T00:00:00+02:00,3288,156
Bremen,2020-06-05T00:00:00+02:00,1498,44
Hamburg,2020-06-05T00:00:00+02:00,5107,253
Hessen,2020-06-05T00:00:00+02:00,10163,482
Mecklenburg-Vorpommern,2020-06-05T00:00:00+02:00,764,20
Niedersachsen,2020-06-05T00:00:00+02:00,12277,604
Nordrhein-Westfalen,2020-06-05T00:00:00+02:00,38439,1617
Rheinland-Pfalz,2020-06-05T00:00:00+02:00,6732,230
Saarland,2020-06-05T00:00:00+02:00,2738,166
Sachsen,2020-06-05T00:00:00+02:00,5315,212
Sachsen-Anhalt,2020-06-05T00:00:00+02:00,1712,55
Schleswig-Holstein,2020-06-05T00:00:00+02:00,3103,146
Thüringen,2020-06-05T00:00:00+02:00,3051,169
