Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-03-20T00:00:00+01:00,340939,8518
Bayern,09,2021-03-20T00:00:00+01:00,470220,12966
Berlin,11,2021-03-20T00:00:00+01:00,137918,2984
Brandenburg,12,2021-03-20T00:00:00+01:00,82512,3231
Bremen,04,2021-03-20T00:00:00+01:00,19526,391
Hamburg,02,2021-03-20T00:00:00+01:00,56656,1343
Hessen,06,2021-03-20T00:00:00+01:00,204713,6142
Mecklenburg-Vorpommern,13,2021-03-20T00:00:00+01:00,27708,825
Niedersachsen,03,2021-03-20T00:00:00+01:00,182532,4705
Nordrhein-Westfalen,05,2021-03-20T00:00:00+01:00,574563,13872
Rheinland-Pfalz,07,2021-03-20T00:00:00+01:00,109302,3254
Saarland,10,2021-03-20T00:00:00+01:00,30538,918
Sachsen,14,2021-03-20T00:00:00+01:00,208150,8198
Sachsen-Anhalt,15,2021-03-20T00:00:00+01:00,67255,2627
Schleswig-Holstein,01,2021-03-20T00:00:00+01:00,46663,1403
Thüringen,16,2021-03-20T00:00:00+01:00,86588,3188
