Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-08-27T00:00:00+02:00,4376753,16901
Bayern,09,2022-08-27T00:00:00+02:00,5823864,25379
Berlin,11,2022-08-27T00:00:00+02:00,1225748,4755
Brandenburg,12,2022-08-27T00:00:00+02:00,916555,5855
Bremen,04,2022-08-27T00:00:00+02:00,249485,824
Hamburg,02,2022-08-27T00:00:00+02:00,710002,2953
Hessen,06,2022-08-27T00:00:00+02:00,2400994,10891
Mecklenburg-Vorpommern,13,2022-08-27T00:00:00+02:00,580077,2404
Niedersachsen,03,2022-08-27T00:00:00+02:00,3081624,10433
Nordrhein-Westfalen,05,2022-08-27T00:00:00+02:00,6558199,26957
Rheinland-Pfalz,07,2022-08-27T00:00:00+02:00,1440524,6053
Saarland,10,2022-08-27T00:00:00+02:00,396142,1816
Sachsen,14,2022-08-27T00:00:00+02:00,1706361,15886
Sachsen-Anhalt,15,2022-08-27T00:00:00+02:00,817954,5635
Schleswig-Holstein,01,2022-08-27T00:00:00+02:00,977280,2810
Thüringen,16,2022-08-27T00:00:00+02:00,779786,7552
