Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-04-11T00:00:00+02:00,23617,622
Bayern,2020-04-11T00:00:00+02:00,31453,747
Berlin,2020-04-11T00:00:00+02:00,4458,46
Brandenburg,2020-04-11T00:00:00+02:00,1764,37
Bremen,2020-04-11T00:00:00+02:00,469,15
Hamburg,2020-04-11T00:00:00+02:00,3663,56
Hessen,2020-04-11T00:00:00+02:00,5808,120
Mecklenburg-Vorpommern,2020-04-11T00:00:00+02:00,601,11
Niedersachsen,2020-04-11T00:00:00+02:00,7343,171
Nordrhein-Westfalen,2020-04-11T00:00:00+02:00,23644,472
Rheinland-Pfalz,2020-04-11T00:00:00+02:00,4622,59
Saarland,2020-04-11T00:00:00+02:00,2016,41
Sachsen,2020-04-11T00:00:00+02:00,3565,65
Sachsen-Anhalt,2020-04-11T00:00:00+02:00,1135,18
Schleswig-Holstein,2020-04-11T00:00:00+02:00,2065,39
Thüringen,2020-04-11T00:00:00+02:00,1435,25
